Level,Stance,Claim,Votes,Comments,Depth,Debate_name,Tot_votes,Mean_vote,Parent_claim,Parent_vote,Parent_stance,Pro,Con
1.2.3.2.4,con,the united states is a secular democracy and should not take religious claims into consideration when deciding a matter of foreign policy,"[2, 0, 1, 0, 6]", ,4,palestine,9,2.9,israelis have a strong religious claim to palestinian land recognising palestine would require giving up the land which is illegitimate,0.0,pro,0,0
1.2.3.4.3.2.1,pro,unlike the existence of an ancient jewish sovereign over this land there has never been a palestinian state nor until recently did palestinians have a separate identity they saw themselves as part of a larger arab syria p 3,"[2, 9, 3, 0, 1]", 2,6,palestine,15,1.3,the west bank was part of israel for a millennia starting with the kingdom of israel in 1050 bce to the herodian kingdom 4 bce jews led the first independent polity in the region,0.0,pro,0,0
1.2.3.4.3.2.2,con,even during the period with an israelite presence in the region other independent peoples were present thus they should also have a claim to the land among them are the philistines who fought israel according to the bible,"[0, 3, 8, 3, 1]", ,6,palestine,15,2.1,the west bank was part of israel for a millennia starting with the kingdom of israel in 1050 bce to the herodian kingdom 4 bce jews led the first independent polity in the region,0.0,pro,0,0
1.2.3.4.3.4.1,pro,the historical evidence for the kingdom of judah and the kingdom of israel is sparse and disputed both were likely much smaller less unified and less powerful than depicted in biblical accounts,"[0, 2, 6, 6, 0]", 5,6,palestine,14,2.3,accounts of past jewish sovereignty on the disputed territories are based on historical accounts not backed up by research and archaeological evidence,0.0,con,0,0
1.2.3.4.3.4.2,pro,the biblical accounts of king solomon and the empire he ruled have been called into question little archaeological evidence has been found for the power he is usually ascribed or for the temple in jerusalem named after him,"[0, 3, 7, 4, 0]", 3,6,palestine,14,2.1,accounts of past jewish sovereignty on the disputed territories are based on historical accounts not backed up by research and archaeological evidence,0.0,con,0,0
1.2.3.4.3.4.3,pro,the story of king david is not entirely supported by the scientific literature,"[0, 4, 6, 5, 0]", 16,6,palestine,15,2.1,accounts of past jewish sovereignty on the disputed territories are based on historical accounts not backed up by research and archaeological evidence,0.0,con,0,2
1.2.3.4.3.4.3.3,con,king david s palace is the best explanation for the discovery of the large stone structure discovered by eilat mazar,"[0, 0, 2, 0, 0]", ,7,palestine,2,2.0,the story of king david is not entirely supported by the scientific literature,2.1,pro,0,0
1.2.3.4.3.4.3.4,con,the tel dan inscription is strong enough evidence for modern scholars to take the existence of king david seriously,"[0, 0, 1, 1, 0]", ,7,palestine,2,2.5,the story of king david is not entirely supported by the scientific literature,2.1,pro,0,0
1.2.3.4.3.4.4,con,while aspects of the story by which the jewish people trace their ancient claim to sovereignty in israel and palestine are questionable others are not for example the historical and archeological evidence of the hasmonean dynasty which ruled that area just prior to its incorporation into the roman empire is clear,"[1, 2, 6, 5, 0]", ,6,palestine,14,2.1,accounts of past jewish sovereignty on the disputed territories are based on historical accounts not backed up by research and archaeological evidence,0.0,con,0,0
1.3,pro,recognition of a palestinian state may end the destabilising israeli occupation,"[8, 4, 11, 14, 35]", 56,1,palestine,72,2.9,the us should recognize palestine as a state,2.6,None,2,0
1.3.1,pro,israeli settlements would be tantamount to violating the sovereignty of palestine if the latter was recognised as a state this makes settlements less likely to expand and more likely to be dismantled,"[0, 1, 7, 6, 3]", 9,2,palestine,17,2.6,recognition of a palestinian state may end the destabilising israeli occupation,2.9,pro,0,1
1.3.1.3,con,despite being illegal israeli settlements have not stopped expanding even if the us recognises palestine the illegality will not be significantly different to the status quo,"[0, 1, 5, 7, 1]", ,3,palestine,14,2.6,israeli settlements would be tantamount to violating the sovereignty of palestine if the latter was recognised as a state this makes settlements less likely to expand and more likely to be dismantled,2.6,pro,0,0
1.3.2,pro,israeli occupation leads to significant harms for palestinian people,"[2, 0, 1, 10, 7]", 28,2,palestine,20,3.0,recognition of a palestinian state may end the destabilising israeli occupation,2.9,pro,2,2
1.3.2.1,pro,severe human rights violations occur under israeli occupation,"[0, 0, 2, 9, 5]", 3,3,palestine,16,3.2,israeli occupation leads to significant harms for palestinian people,3.0,pro,3,0
1.3.2.1.1.1.1,pro,palestinians are denied entry to israeli settlements and are violently prohibited from inhabiting these areas constituting a breach of article 13 which explicitly forbids restrictions predicated on race and religion,"[0, 0, 1, 12, 1]", ,6,palestine,14,3.0,israel s numerous controls checkpoints and closed roads within the west bank are in breach of article 13 of the un declaration of human rights which states that individuals ought to have freedom of movement within the borders and a right to leave,0.0,pro,0,0
1.3.2.1.1.1.2,pro,the large wall running through parts of the west bank known as the separation barrier has been claimed by human rights watch to be an illegal impediment to palestinians movement,"[0, 0, 4, 6, 1]", ,6,palestine,11,2.7,israel s numerous controls checkpoints and closed roads within the west bank are in breach of article 13 of the un declaration of human rights which states that individuals ought to have freedom of movement within the borders and a right to leave,0.0,pro,0,0
1.3.2.1.1.1.3,pro,israel places blockades on route 60 the main road connecting the northern and southern ends of palestine this causes harm to palestinians e g splitting up their families restricting access to jobs on a daily basis,"[0, 0, 2, 9, 0]", 4,6,palestine,11,2.8,israel s numerous controls checkpoints and closed roads within the west bank are in breach of article 13 of the un declaration of human rights which states that individuals ought to have freedom of movement within the borders and a right to leave,0.0,pro,0,0
1.3.2.1.1.1.4,con,these checkpoints are necessary to ensure the safety of civilians living in israel and are thus legal under article 12 of the international covenant on civil and political rights,"[0, 7, 6, 1, 0]", 18,6,palestine,14,1.6,israel s numerous controls checkpoints and closed roads within the west bank are in breach of article 13 of the un declaration of human rights which states that individuals ought to have freedom of movement within the borders and a right to leave,0.0,pro,2,2
1.3.2.1.1.1.4.1,pro,there were nearly 500 attempts to smuggle weapons that checkpoints discovered,"[0, 2, 5, 4, 0]", ,7,palestine,11,2.2,these checkpoints are necessary to ensure the safety of civilians living in israel and are thus legal under article 12 of the international covenant on civil and political rights,1.6,con,0,0
1.3.2.1.1.1.4.2,pro,checkpoints and blockades are necessary because violent attackers blend into civilian crowds for example a bomb was found in an ambulance at the fifth checkpoint,"[0, 0, 5, 6, 0]", 11,7,palestine,11,2.5,these checkpoints are necessary to ensure the safety of civilians living in israel and are thus legal under article 12 of the international covenant on civil and political rights,1.6,con,0,0
1.3.2.1.1.1.4.3,con,it is unjust to make innocent palestinians suffer because of the threat a tiny proportion of them pose to israel this violates the proportionality principle and is therefore illegal,"[0, 0, 3, 10, 1]", 4,7,palestine,14,2.9,these checkpoints are necessary to ensure the safety of civilians living in israel and are thus legal under article 12 of the international covenant on civil and political rights,1.6,con,3,0
1.3.2.1.1.1.4.3.1,pro,of the people who were killed by israeli military forces or settlers in the west bank during the past two years all were civilians as defined by the un,"[0, 3, 9, 1, 1]", 20,8,palestine,14,2.0,it is unjust to make innocent palestinians suffer because of the threat a tiny proportion of them pose to israel this violates the proportionality principle and is therefore illegal,2.9,con,0,1
1.3.2.1.1.1.4.3.1.1,con,the un definition of a civilian is rather broad they included armed attackers who tried to kill israeli policemen as civilians,"[1, 1, 5, 7, 0]", 3,9,palestine,14,2.3,of the people who were killed by israeli military forces or settlers in the west bank during the past two years all were civilians as defined by the un,2.0,pro,0,0
1.3.2.1.1.1.4.3.2,pro,in hawara the israeli defense force blocked all but one road into the town leading to massive problems because of some stone throwers,"[0, 0, 6, 7, 1]", ,8,palestine,14,2.6,it is unjust to make innocent palestinians suffer because of the threat a tiny proportion of them pose to israel this violates the proportionality principle and is therefore illegal,2.9,con,0,0
1.3.2.1.1.1.4.3.3,pro,this sort of collective punishment is illegal under international law,"[0, 0, 4, 9, 1]", 11,8,palestine,14,2.8,it is unjust to make innocent palestinians suffer because of the threat a tiny proportion of them pose to israel this violates the proportionality principle and is therefore illegal,2.9,con,0,0
1.3.2.1.1.1.4.4,con,there are many other means by which israel can protect its national security and safeguard public order the most obvious is to withdraw to its recognised borders and protecting the areas they encompass,"[0, 1, 4, 8, 1]", ,7,palestine,14,2.6,these checkpoints are necessary to ensure the safety of civilians living in israel and are thus legal under article 12 of the international covenant on civil and political rights,1.6,con,0,0
1.3.2.1.1.1.5,con,the number of checkpoints have reduced from 41 to 14 despite terror threats israel aims to allow the maximum freedom of movement possible,"[1, 8, 2, 0, 0]", ,6,palestine,11,1.1,israel s numerous controls checkpoints and closed roads within the west bank are in breach of article 13 of the un declaration of human rights which states that individuals ought to have freedom of movement within the borders and a right to leave,0.0,pro,0,0
1.3.2.1.2,pro,israel has been accused of institutionalizing statelessness in east jerusalem this violates the right to a nationality as enshrined in article 15 of the universal declaration of human rights udhr,"[1, 0, 1, 3, 0]", 15,4,palestine,5,2.2,severe human rights violations occur under israeli occupation,3.2,pro,3,2
1.3.2.1.2.1,pro,the center of life policy was introduced to asses the residency rights of individual palestinians this policy requires a high burden of proof to continue living in east jerusalem and is biased such that it disproportionately strips palestinians of their residency rights,"[0, 0, 2, 8, 1]", 7,5,palestine,11,2.9,israel has been accused of institutionalizing statelessness in east jerusalem this violates the right to a nationality as enshrined in article 15 of the universal declaration of human rights udhr,2.2,pro,0,0
1.3.2.1.2.2,pro,the convention on the reduction of statelessness commits signatory states to reduce the incidence of statelessness israel has signed this multilateral treaty,"[0, 1, 6, 4, 1]", ,5,palestine,12,2.4,israel has been accused of institutionalizing statelessness in east jerusalem this violates the right to a nationality as enshrined in article 15 of the universal declaration of human rights udhr,2.2,pro,0,0
1.3.2.1.2.3,pro,it has been proposed by israeli leaders that naturalization as a tool to secure permanent residency should require east jerusalemites to take an oath to israel as a jewish and democratic state this is institutionalized racism as jewish immigrants do not need to take a similar oath,"[0, 1, 5, 5, 1]", 27,5,palestine,12,2.5,israel has been accused of institutionalizing statelessness in east jerusalem this violates the right to a nationality as enshrined in article 15 of the universal declaration of human rights udhr,2.2,pro,0,0
1.3.2.1.2.4,con,israel offered citizenship to east jerusalemites in 1967 but palestinians rejected it,"[0, 8, 3, 0, 0]", ,5,palestine,11,1.3,israel has been accused of institutionalizing statelessness in east jerusalem this violates the right to a nationality as enshrined in article 15 of the universal declaration of human rights udhr,2.2,pro,0,0
1.3.2.1.2.4.2.1,pro,israel was founded in order to provide a safe haven to jews and its ability to fulfill this function is contingent on political control being maintained by jews a one state solution would threaten jewish maintenance of political control,"[0, 1, 2, 11, 1]", 3,7,palestine,15,2.8,israel would never agree to granting citizenship to all palestinians since that would threaten the ability of israel to remain a politically jewish state,0.0,con,1,1
1.3.2.1.2.4.2.1.1,pro,there are 6 1 million jews and 5 8 million arabs living in the israel palestine geographic area this near parity in population sizes means that constant jewish political control would be highly unlikely,"[0, 0, 6, 8, 0]", ,8,palestine,14,2.6,israel was founded in order to provide a safe haven to jews and its ability to fulfill this function is contingent on political control being maintained by jews a one state solution would threaten jewish maintenance of political control,2.8,pro,1,0
1.3.2.1.2.4.2.1.1.1,pro,demographic trends are bound to change this situation in favor of the arab population within a decade jews are expected to make up less than half the population in israel and palestine whereas the arab share will grow to more than half,"[0, 0, 4, 9, 0]", ,9,palestine,13,2.7,there are 6 1 million jews and 5 8 million arabs living in the israel palestine geographic area this near parity in population sizes means that constant jewish political control would be highly unlikely,2.6,pro,0,0
1.3.2.1.2.4.2.1.2,con,the purpose for which israel was founded has been fulfilled and should no longer determine the political state of israel jews no longer need a safe haven in the way they did back when israel was established,"[1, 6, 6, 1, 0]", ,8,palestine,14,1.5,israel was founded in order to provide a safe haven to jews and its ability to fulfill this function is contingent on political control being maintained by jews a one state solution would threaten jewish maintenance of political control,2.8,pro,0,1
1.3.2.1.2.4.2.1.2.1,con,jews still need a safe haven anti semitism is rising in europe and hate crimes against jews are still frequent in the us,"[0, 3, 5, 5, 1]", ,9,palestine,14,2.3,the purpose for which israel was founded has been fulfilled and should no longer determine the political state of israel jews no longer need a safe haven in the way they did back when israel was established,1.5,con,0,0
1.3.2.1.2.4.2.2,pro,if able to choose one among a democratic israel peace a greater israel and israel with a jewish majority the latter is the most popular option among israeli jews,"[0, 0, 4, 11, 0]", ,7,palestine,15,2.7,israel would never agree to granting citizenship to all palestinians since that would threaten the ability of israel to remain a politically jewish state,0.0,con,0,0
1.3.2.1.2.4.2.5.1,pro,palestinians disagree with the idea that the land west of the jordan river should become part of a joint state as of 2009 about 70 saw an islamic state and 80 a palestinian state on this territory as essential or desirable a joint state with mostly jewish people of israel would be neither islamic nor palestinian in nature,"[0, 1, 4, 8, 0]", 20,8,palestine,13,2.5,about 60 of palestinians and about 70 of israelis oppose the idea of a joint state with equal rights for all citizens,0.0,pro,0,0
1.3.2.1.2.5,con,the udhr is not legally binding,"[0, 10, 3, 0, 0]", 11,5,palestine,13,1.2,israel has been accused of institutionalizing statelessness in east jerusalem this violates the right to a nationality as enshrined in article 15 of the universal declaration of human rights udhr,2.2,pro,0,0
1.3.2.1.3,pro,israel s policies in the west bank are analogous to the crime of apartheid as defined by the rome statute which includes crimes such as deportation or forcible transportation of population,"[1, 0, 1, 3, 0]", 36,4,palestine,5,2.2,severe human rights violations occur under israeli occupation,3.2,pro,4,2
1.3.2.1.3.1,pro,israel engages in the deportation or forcible transfer of population within the west bank,"[0, 0, 4, 9, 1]", 2,5,palestine,14,2.8,israel s policies in the west bank are analogous to the crime of apartheid as defined by the rome statute which includes crimes such as deportation or forcible transportation of population,2.2,pro,3,0
1.3.2.1.3.1.1,pro,a un report has accused israel of mass evictions and forced relocation of palestinians in the zone c areas,"[0, 0, 3, 11, 0]", ,6,palestine,14,2.8,israel engages in the deportation or forcible transfer of population within the west bank,2.8,pro,0,0
1.3.2.1.3.1.2,pro,demolitions of palestinian homes and structures reached a record high in the west bank in 2016 this has been regarded as a key coercive factor necessitating relocation,"[0, 0, 3, 10, 1]", ,6,palestine,14,2.9,israel engages in the deportation or forcible transfer of population within the west bank,2.8,pro,0,0
1.3.2.1.3.1.3,pro,israeli authorities have been accused of acquiring grazing land in the jordan valley under the pretenses of protecting the wildlife then distributing it to settlers or using it for military exercises,"[0, 0, 3, 11, 0]", 3,6,palestine,14,2.8,israel engages in the deportation or forcible transfer of population within the west bank,2.8,pro,0,0
1.3.2.1.3.2,pro,israel s oppressive tactics in the west bank qualify as an institutionalised regime of systematic oppression and domination by one racial group jews over any other racial group palestinians committed with the intention of maintaining that regime,"[0, 0, 2, 11, 1]", 3,5,palestine,14,2.9,israel s policies in the west bank are analogous to the crime of apartheid as defined by the rome statute which includes crimes such as deportation or forcible transportation of population,2.2,pro,0,0
1.3.2.1.3.3,pro,israeli security forces have carried out extra judicial killings of palestinians even when they no longer pose any threat,"[0, 0, 4, 9, 1]", 6,5,palestine,14,2.8,israel s policies in the west bank are analogous to the crime of apartheid as defined by the rome statute which includes crimes such as deportation or forcible transportation of population,2.2,pro,2,0
1.3.2.1.3.3.1,pro,amnesty international has accused israel of unlawful killings of palestinians in the west bank and said that they have a shocking disregard for human life,"[0, 0, 4, 9, 1]", ,6,palestine,14,2.8,israeli security forces have carried out extra judicial killings of palestinians even when they no longer pose any threat,2.8,pro,0,0
1.3.2.1.3.3.2,pro,israel often initially claims that dead palestinian civilians were armed posed a threat even when later evidence proves this was not the case,"[0, 2, 3, 8, 1]", ,6,palestine,14,2.6,israeli security forces have carried out extra judicial killings of palestinians even when they no longer pose any threat,2.8,pro,0,0
1.3.2.1.3.4,pro,those who have experienced apartheid in the past have said that israel s conduct in the west bank is similar to apartheid,"[0, 0, 9, 4, 1]", ,5,palestine,14,2.4,israel s policies in the west bank are analogous to the crime of apartheid as defined by the rome statute which includes crimes such as deportation or forcible transportation of population,2.2,pro,2,0
1.3.2.1.3.4.1,pro,34 south african activists including government ministers published an open letter saying we fought apartheid we see no reason to celebrate it in israel now,"[0, 1, 3, 10, 0]", ,6,palestine,14,2.6,those who have experienced apartheid in the past have said that israel s conduct in the west bank is similar to apartheid,2.4,pro,0,0
1.3.2.1.3.4.2,pro,an anc delegation of veterans of the struggle against apartheid in south africa described the situation in palestine as worse than anything we knew under apartheid,"[0, 1, 3, 10, 0]", ,6,palestine,14,2.6,those who have experienced apartheid in the past have said that israel s conduct in the west bank is similar to apartheid,2.4,pro,0,0
1.3.2.1.3.5,con,israel s mistreatment of palestinians in the west bank is predicated on the need for self defence rather than the domination of one racial group over another,"[1, 5, 8, 0, 0]", 5,5,palestine,14,1.5,israel s policies in the west bank are analogous to the crime of apartheid as defined by the rome statute which includes crimes such as deportation or forcible transportation of population,2.2,pro,0,0
1.3.2.1.3.6,con,unlike the apartheid that occurred in south africa the west bank is nominally self governed by palestinians giving them some degrees of freedom absent from south africa under apartheid,"[2, 6, 5, 1, 0]", 5,5,palestine,14,1.4,israel s policies in the west bank are analogous to the crime of apartheid as defined by the rome statute which includes crimes such as deportation or forcible transportation of population,2.2,pro,0,0
1.3.2.1.3.7.1.1,con,un secretary general antonio guterres effectively distanced himself and the secretariat from the document,"[0, 1, 10, 3, 0]", 3,7,palestine,14,2.1,in 2017 a un agency accused israel of enforcing an apartheid regime on palestinians,0.0,con,0,0
1.3.2.1.4,pro,palestinians suffered brutal suppression under israel during the two intifadas,"[1, 1, 4, 9, 1]", 8,4,palestine,16,2.5,severe human rights violations occur under israeli occupation,3.2,pro,2,0
1.3.2.1.4.1,pro,both the first intifada and second intifada were direct results of israeli occupation of the west bank and the gaza strip recognizing palestine might be a step toward preventing this from happening again,"[0, 2, 8, 4, 1]", 3,5,palestine,15,2.3,palestinians suffered brutal suppression under israel during the two intifadas,2.5,pro,0,0
1.3.2.1.4.2,pro,while the intifadas were not peaceful they were met with overwhelming force from israel,"[1, 2, 2, 10, 1]", 10,5,palestine,16,2.5,palestinians suffered brutal suppression under israel during the two intifadas,2.5,pro,0,1
1.3.2.1.4.2.2,con,given its vastly superior military israel had the means to gain unilateral control over the disputed regions thus israel demonstrated moral restraint by not exercising this option,"[0, 1, 1, 0, 0]", 13,6,palestine,2,1.5,while the intifadas were not peaceful they were met with overwhelming force from israel,2.5,pro,0,1
1.3.2.1.4.2.2.2,con,israel s restraint may have been motivated by fear of backlash from the international community to such an action,"[0, 0, 0, 2, 0]", ,7,palestine,2,3.0,given its vastly superior military israel had the means to gain unilateral control over the disputed regions thus israel demonstrated moral restraint by not exercising this option,1.5,con,0,0
1.3.2.1.6.1,con,hamas and israel can both be responsible for depriving palestinians of important resources just because hamas steals some resources does not mean israel does not harm palestinians as well,"[0, 0, 2, 12, 0]", ,5,palestine,14,2.9,the united nations relief and work agency unrwa suspended its humanitarian activities in response to hamas security forces seizing its aids the occupation does not deprive palestinians of important resources but rather hamas does,0.0,con,0,0
1.3.2.2.1.1,pro,currently un organisations who work with palestine can be penalised this would no longer be the case if the us were to recognise palestine,"[0, 3, 4, 7, 0]", 11,5,palestine,14,2.3,recognizing palestine would improve the work of the un on the ground in the palestinian territories,0.0,pro,0,1
1.3.2.2.1.1.2,con,us recognition would not improve the work of unesco experts whom israel does not allow to travel to sites in jerusalem,"[1, 3, 6, 4, 0]", ,6,palestine,14,1.9,currently un organisations who work with palestine can be penalised this would no longer be the case if the us were to recognise palestine,2.3,pro,0,0
1.3.2.2.1.2,con,even though palestine is not a member of several un organizations they can still operate there unido for example runs several projects with regards to food safety and regulations in the marble stone industry p 12,"[0, 3, 6, 5, 0]", 10,5,palestine,14,2.1,recognizing palestine would improve the work of the un on the ground in the palestinian territories,0.0,pro,0,0
1.3.2.2.3.1,pro,palestinians are unable to leave gaza to seek health care treatment unavailable in gaza and medical supplies are unable to cross the border because of the blockade,"[0, 0, 2, 5, 1]", 4,5,palestine,8,2.9,israeli occupation limits palestinians access to health care,0.0,pro,0,0
1.3.2.2.3.2,pro,the occupation has fragmented the west bank into dozens of islands separated by settlements military zones and controlled roads this restricts the ability of palestinians to travel freely thereby reducing or complicating access to health care p 6,"[0, 0, 2, 10, 2]", ,5,palestine,14,3.0,israeli occupation limits palestinians access to health care,0.0,pro,2,0
1.3.2.2.3.2.1,pro,construction of the israeli west bank barrier isolated many palestinian communities from medical clinics p 15 in 2013 it was estimated that once completed more than 1 2 million palestinians would be directly or indirectly affected,"[0, 0, 0, 11, 3]", ,6,palestine,14,3.2,the occupation has fragmented the west bank into dozens of islands separated by settlements military zones and controlled roads this restricts the ability of palestinians to travel freely thereby reducing or complicating access to health care p 6,3.0,pro,0,0
1.3.2.2.3.2.2,pro,ambulances carrying patients requiring care from hospitals in jerusalem are often not permitted to enter jerusalem p 14,"[0, 0, 2, 10, 2]", ,6,palestine,14,3.0,the occupation has fragmented the west bank into dozens of islands separated by settlements military zones and controlled roads this restricts the ability of palestinians to travel freely thereby reducing or complicating access to health care p 6,3.0,pro,0,0
1.3.2.2.3.3,pro,israeli defence forces have deliberately attacked health workers unrwa gaza shelters and hospitals these attacks severely impair the ability of the palestinian healthcare system to operate effectively,"[0, 2, 3, 7, 2]", 5,5,palestine,14,2.6,israeli occupation limits palestinians access to health care,0.0,pro,0,0
1.3.2.2.3.4,con,palestinians have poor healthcare access because the palestinian authority has failed to allocate sufficient budgets for medicines p 7,"[0, 8, 6, 0, 0]", 1,5,palestine,14,1.4,israeli occupation limits palestinians access to health care,0.0,pro,0,1
1.3.2.2.3.4.3,con,the palestinian authority can only spend based on its tax income as this is often interrupted by israel it is hard to plan,"[0, 0, 5, 8, 1]", ,6,palestine,14,2.7,palestinians have poor healthcare access because the palestinian authority has failed to allocate sufficient budgets for medicines p 7,1.4,con,0,0
1.3.2.2.3.5,con,projects by israeli organizations help palestinians to improve their medical training and business development,"[2, 1, 7, 0, 1]", 3,5,palestine,11,1.7,israeli occupation limits palestinians access to health care,0.0,pro,0,1
1.3.2.2.3.5.2,con,charitable israeli organizations can continue to improve palestinian healthcare infrastructure even in the absence of israeli occupation,"[0, 0, 3, 5, 3]", ,6,palestine,11,3.0,projects by israeli organizations help palestinians to improve their medical training and business development,1.7,con,0,0
1.3.2.3,pro,the occupation allows israel to stifle and control the economy of the west bank and gaza,"[0, 0, 0, 10, 4]", ,3,palestine,14,3.3,israeli occupation leads to significant harms for palestinian people,3.0,pro,1,2
1.3.2.3.1.1,pro,israel s decision to withhold taxes from the palestinian authority causes a severe lack of funding for schools,"[0, 0, 1, 9, 1]", 2,5,palestine,11,3.0,the professional and economic security of palestinians is jeopardized because of israeli occupation,0.0,pro,0,0
1.3.2.3.1.2,con,there are more universities now than before the west bank occupation,"[4, 7, 0, 0, 0]", 15,5,palestine,11,0.6,the professional and economic security of palestinians is jeopardized because of israeli occupation,0.0,pro,1,3
1.3.2.3.1.2.1,pro,during the period of the british mandate the peel commission identified a lack of higher education opportunities for palestinians as a major source of concern p 31,"[1, 6, 4, 0, 0]", ,6,palestine,11,1.3,there are more universities now than before the west bank occupation,0.6,con,0,0
1.3.2.3.1.2.2,con,the number of universities in palestine is not a good indicator of what israel has done these universities could have been created in spite of israel rather than because of israel,"[0, 0, 2, 8, 1]", ,6,palestine,11,2.9,there are more universities now than before the west bank occupation,0.6,con,0,0
1.3.2.3.1.2.3,con,the un not israel provides the bulk of education in the west bank and gaza p 3,"[0, 0, 2, 7, 2]", 1,6,palestine,11,3.0,there are more universities now than before the west bank occupation,0.6,con,0,0
1.3.2.3.1.2.4,con,the palestine technical tulkarem university college and the al ummah community college were established before 1967 p 32,"[0, 0, 1, 9, 1]", ,6,palestine,11,3.0,there are more universities now than before the west bank occupation,0.6,con,0,0
1.3.2.3.2.1.2,pro,palestinians land is confiscated without compensation in order to allow construction,"[0, 0, 3, 9, 2]", ,6,palestine,14,2.9,42 of the land in the west bank has been requisitioned by israel this reduces the land available for use by the palestinians,0.0,pro,0,0
1.3.2.3.3,pro,israel has currently established 14 economic zones in the west bank that entrench its presence in the palestinian territory,"[0, 0, 5, 8, 1]", 2,4,palestine,14,2.7,the occupation allows israel to stifle and control the economy of the west bank and gaza,3.3,pro,1,0
1.3.2.3.3.2,pro,economic zones operate as a convenient way for israel to get around the issue of legality of settlements land is declared for industrial use yet is often populated by settlements and is not that important for the economy,"[1, 1, 3, 9, 0]", 5,5,palestine,14,2.4,israel has currently established 14 economic zones in the west bank that entrench its presence in the palestinian territory,2.7,pro,0,0
1.3.2.3.4,con,israel palestine trade pp 3 11 benefits the palestinian economy significantly,"[1, 9, 3, 1, 0]", ,4,palestine,14,1.3,the occupation allows israel to stifle and control the economy of the west bank and gaza,3.3,pro,0,1
1.3.2.3.4.2.1,pro,the israeli blockade of gaza hampers un relief work important construction material required for rebuilding houses and roads is not allowed to enter gaza,"[0, 0, 0, 13, 1]", ,6,palestine,14,3.1,gaza s economic development is crippled by the israeli blockade which is maintained for security reasons lifting it would result in increased rocket and terrorist attacks so it will never be lifted forcing economic dependence on israel,0.0,con,0,0
1.3.2.3.4.2.2,pro,gazans are on average worse off than in the 1990s,"[0, 0, 3, 10, 1]", 1,6,palestine,14,2.9,gaza s economic development is crippled by the israeli blockade which is maintained for security reasons lifting it would result in increased rocket and terrorist attacks so it will never be lifted forcing economic dependence on israel,0.0,con,0,0
1.3.2.3.4.3,con,since trade and investment are mutually beneficial they would presumably continue even in the absence of occupation,"[0, 0, 4, 7, 0]", ,5,palestine,11,2.6,israel palestine trade pp 3 11 benefits the palestinian economy significantly,1.3,con,0,0
1.3.2.3.5,con,for many palestinians israeli jobs are the only ones available to them they provide much needed employment and considerably higher wages than palestinian jobs,"[0, 10, 4, 0, 0]", ,4,palestine,14,1.3,the occupation allows israel to stifle and control the economy of the west bank and gaza,3.3,pro,2,1
1.3.2.3.5.1,pro,security officials in israel have advocated for employing more palestinians in israel as increased economic activity reduces the appeal of terrorism as a result the israeli government is planning to increase the number of work permits given to palestinians,"[0, 1, 11, 2, 0]", ,5,palestine,14,2.1,for many palestinians israeli jobs are the only ones available to them they provide much needed employment and considerably higher wages than palestinian jobs,1.3,con,1,1
1.3.2.3.5.1.1,pro,within a span of four years 2011 2015 the number of palestinians working in israel doubled this underscores the benefits of increasing israeli businesses and palestinian workers for both parties,"[0, 1, 9, 4, 0]", ,6,palestine,14,2.2,security officials in israel have advocated for employing more palestinians in israel as increased economic activity reduces the appeal of terrorism as a result the israeli government is planning to increase the number of work permits given to palestinians,2.1,pro,0,0
1.3.2.3.5.1.2,con,work permits are distributed arbitrarily young unmarried palestinian men rarely receive one as they are deemed to be a security threat this prevents fully employment in palestine,"[0, 2, 8, 4, 0]", 2,6,palestine,14,2.1,security officials in israel have advocated for employing more palestinians in israel as increased economic activity reduces the appeal of terrorism as a result the israeli government is planning to increase the number of work permits given to palestinians,2.1,pro,0,0
1.3.2.3.5.2,pro,israeli businesses within settlements provide tens of thousands of palestinians with jobs and a source of income,"[0, 2, 10, 2, 0]", 8,5,palestine,14,2.0,for many palestinians israeli jobs are the only ones available to them they provide much needed employment and considerably higher wages than palestinian jobs,1.3,con,0,0
1.3.2.3.5.3,con,palestinian workers experience a lack of oversight on labour and environmental regulations than their israeli counterparts and no additional benefits one can hardly call them a gift to the palestinian people,"[0, 0, 5, 8, 1]", ,5,palestine,14,2.7,for many palestinians israeli jobs are the only ones available to them they provide much needed employment and considerably higher wages than palestinian jobs,1.3,con,0,0
1.3.2.3.5.4.1,pro,since 1994 the military has been systematically refusing to issue permits for palestinian quarries while allocating large swaths of land in the west bank for quarries in israeli settlements this costs the palestinian economy at least us 241 million per year,"[0, 0, 1, 13, 0]", ,6,palestine,14,2.9,israel s preferential treatment towards israeli businesses forces palestinians to depend on them while palestinian businesses are prevented from growing,0.0,con,0,0
1.3.2.4,con,the security provided by israeli forces in the west bank allows for foreign investment to pour into the area,"[0, 5, 4, 1, 1]", ,3,palestine,11,1.8,israeli occupation leads to significant harms for palestinian people,3.0,pro,0,1
1.3.2.4.2,con,foreign investment in businesses in palestinian territories is limited because of israeli policies that stifle the palestinian economy,"[0, 0, 2, 9, 0]", 1,4,palestine,11,2.8,the security provided by israeli forces in the west bank allows for foreign investment to pour into the area,1.8,con,0,0
1.3.2.5.1,con,gaza s only power plant was destroyed in one of israel s most intense air strikes in the occupied territory,"[0, 1, 4, 8, 1]", ,4,palestine,14,2.6,israel continues to supply electricity and water to the palestinian people despite the fact that these facilities are often hit by rockets fired by hamas,0.0,con,0,0
