;Level;Stance;Claim;Votes;Comments;Depth
160;1.1.2.1.3.4.1;con;The laws preventing some felons and people suffering from mental illness from owning a firearm vary from state to state, and thus can be avoided by buying the gun elsewhere.;['0', '0', '3', '0', '0']; ;6
161;1.1.2.1.4;con;Stricter firearm ownership laws will not effectively remove firearms from the possession of criminals.;['0', '1', '1', '0', '0']; 17;4
162;1.1.2.1.4.2;con;A small fraction of gun dealers are knowingly responsible for the majority of guns used in crimes in the US. Stricter regulation would hold these traders to account.;['0', '0', '2', '1', '0']; 12;5
163;1.1.2.1.4.2.1;con;Since 2003, the Tiahrt Amendments have undermined the collection and sharing of data pertaining to legal firearm sales and the illegal sale and distribution of firearms, which makes it nearly impossible to trace the source of firearms used to commit crimes.;['0', '0', '2', '1', '0']; 1;6
164;1.1.2.1.4.2.1.1;pro;In 2012, a study found that the Tiahrt Amendments make it easier for criminals to acquire firearms.;['0', '0', '3', '0', '0']; ;7
165;1.1.2.1.4.2.1.2;pro;Democratic Congresswoman Barbara Lee from California argued that repealing the Tiahrt Restrictions would empower law enforcement to address the rising concerns of gun violence in the US in 2018.;['0', '0', '2', '1', '0']; ;7
166;1.1.2.1.4.2.1.2.1;pro;The repeal states that the Tiahrt Amendments impede the enforcement of gun laws by barring the Government from requiring annual inventory audits by owners of gun shops.;['0', '0', '2', '1', '0']; ;8
167;1.1.2.1.4.2.1.2.2;pro;Lee's proposal was supported by the firearm trace data collected by the ATF which states that the majority of firearms recovered in the US can be traced back to retail purchasers.;['0', '0', '2', '1', '0']; ;8
168;1.1.2.1.4.2.1.3;con;The Tiahrt Amendments only protect the data of legal firearm sales and prevents the analysis of data unrelated to criminal activity.;['0', '0', '2', '0', '0']; ;7
169;1.1.2.1.4.2.1.3.1;pro;In 2007, Chuck Canterbury, the National President of the Fraternal Order of Police (FOP), claimed that the data restrictions of the Tiahrt Amendments keep law enforcement personnel safe.;['0', '0', '0', '0', '0']; ;8
170;1.1.2.1.4.2.1.3.1.1;con;The FOP has a history of advocating for police officers at the expense of communities of color, which has lead to a number of controversies.;['0', '0', '3', '0', '0']; ;9
171;1.1.2.1.4.2.1.3.1.1.1;pro;In 2017, protesters in Tennessee compared the local FOP lodge with the KKK.;['0', '0', '3', '0', '0']; ;10
172;1.1.2.1.4.2.1.3.1.1.2;pro;"In 2017, John McNesby, the president of the Philadelphia FOP, referred to Black Lives Matter (BLM) protestors as ""a pack of rabid animals"" who are capable of invading homes and threatening families.";['0', '0', '3', '0', '0']; ;10
173;1.1.2.1.4.2.1.3.2;con;The Tiahrt Amendments undermine the collection of data pertaining to gun sales by requiring the Federal Bureau of Investigation (FBI) to destroy all approved gun purchaser records within 24 hours.;['0', '0', '2', '1', '0']; ;8
174;1.1.2.1.4.2.1.3.2.1;pro;The destruction of firearm sale data in 24 hours eliminates the possibility of discovering that a seemingly legal firearm sale was in fact related to a crime or a part of a trend of illegal activity.;['0', '0', '2', '0', '1']; ;9
175;1.1.2.1.4.2.1.3.3;con;The Tiahrt Amendments have prevented the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) both from storing evidence of illegal gun sales and sharing details about problematic gun dealers with law enforcement.;['0', '0', '2', '1', '0']; ;8
176;1.1.2.1.4.2.1.4;con;In 2008 and 2010, the restrictions imposed by the Tiahrt Amendments were loosened.;['0', '1', '2', '0', '0']; ;7
177;1.1.2.1.4.2.1.4.1;con;The Tiahrt Amendments are still prohibitively restrictive to law enforcement.;['0', '0', '3', '0', '0']; ;8
178;1.1.2.1.4.2.1.4.1.1;pro;The restrictions lifted in 2008 and 2010 merely allow law enforcement to share firearm tracing data in service of large-scale criminal investigations, where they were previously limited to individual criminal cases.;['0', '0', '3', '0', '0']; ;9
179;1.1.2.2;con;The study also found that gun control policy strictness only accounted for 3% of the relationship, meaning that there are likely other major factors worth exploring (p. 15).;['0', '2', '1', '0', '0']; ;3
180;1.1.2.2.1;con;One major limitation discussed in the study is the variance caused by different laws in each state, which would be addressed by strict federal gun control legislation (p. 2, 5).;['0', '0', '0', '1', '0']; ;4
181;1.1.3;pro;Mass shootings on US soil are increasing in frequency and severity.;['0', '3', '1', '1', '2']; 7;2
182;1.1.3.1;pro;The first recorded instance of 2 mass shootings taking place within a 24 hour period in the US occurred on August 3rd in 2019.;['0', '0', '2', '1', '1']; 9;3
183;1.1.3.2;pro;Six of the most lethal mass shootings in modern American history have happened in the last 10 years.;['0', '0', '2', '1', '1']; 7;3
184;1.1.3.3;pro;The scale of mass shootings in the US has been increasing at an alarming rate and warrants legislative action.;['0', '0', '2', '1', '0']; 3;3
185;1.1.3.3.1;pro;The number of mass shootings has increased in recent years.;['0', '0', '2', '1', '0']; 9;4
186;1.1.3.3.1.1;pro;The Gun Violence Archive (GVA) has calculated the number of mass shootings in the US each year and identified a positive trend in mass shootings from 2014 until 2019.;['0', '0', '2', '1', '0']; ;5
187;1.1.3.3.1.1.1;pro;According to the Gun Violence Archive (GVA) there were 346 mass shootings in 2017, which included the Las Vegas concert shooting and the Orlando factory shooting.;['0', '0', '2', '1', '0']; 12;6
188;1.1.3.3.1.1.1.1;pro;Defining a mass shooting as an event in which 4 people other than the shooter are shot means that there was a mass shooting on 90% of days between 1/1/2013 and 2/12/2018.;['0', '0', '2', '1', '0']; 8;7
189;1.1.3.3.1.1.2;con;It is misleading to expand the definition of mass shooting to include incidents involving small groups of people and the use of pellet guns.;['0', '1', '2', '0', '0']; 11;6
190;1.1.3.3.1.1.2.1;pro;Mass public shootings are defined by the FBI as incidents in which four or more people are killed in one location. This excludes those killed in the course of committing another crime and involving struggles over sovereignty.;['0', '1', '2', '0', '0']; 12;7
191;1.1.3.3.1.1.2.1.1;con;While the FBI tracks mass murders, which are defined as incidents in which at least 4 people are killed, the FBI does not have a formal definition of what constitutes a mass shooting.;['0', '0', '2', '1', '0']; ;8
192;1.1.3.3.1.1.2.1.1.1;pro;It is misleading to use the FBI definition of mass murders in place of mass shootings because it excludes all incidents in which people were shot but did not die.;['0', '0', '3', '0', '0']; 17;9
193;1.1.3.3.1.1.2.2;con;The inclusion of 2 pellet gun incidents in the original calculation have been dubbed a glitch and removed from the data.;['0', '0', '2', '1', '0']; ;7
194;1.1.3.3.1.2;pro;Around 20% of mass shootings over the last fifty years have occurred in the last five years, including those with the highest death toll.;['0', '0', '3', '0', '0']; ;5
195;1.1.3.3.2;con;The US is not the worst in the Western world for mass shooting frequency or death rate.;['0', '3', '0', '0', '0']; 12;4
196;1.1.3.3.2.1;pro;Comparing it with the countries of Europe, the US has the eleventh highest mass shooting rate and the twelfth highest public shooting frequency.;['0', '1', '2', '0', '0']; 4;5
197;1.1.3.3.2.1.1;pro;Ranking the US in this way is supported by widely supported definitions of what constitutes a mass shooting.;['0', '1', '1', '0', '0']; ;6
198;1.1.3.3.2.1.2;con;It is statistically misleading to compare the US with countries in Europe in this way.;['0', '1', '1', '1', '0']; ;6
199;1.1.3.3.2.1.2.1;pro;The countries compared to the US very rarely experience mass shootings, which means that when they happen they have outsized statistical effects. This means that this cross-comparison is distorted and misleading.;['0', '0', '2', '1', '0']; ;7
200;1.1.3.3.2.1.2.2;pro;Given that death rate and public shooting frequency are calculated by dividing the number of gun-related incidents with the total population, it is misleading to compare the death rate or shooting frequency in countries like the US with large populations to countries with smaller populations.;['0', '0', '2', '1', '0']; ;7
201;1.1.3.3.2.1.2.2.1;pro;Given the relative size of the US population compared to the countries in Europe and Russia, the gun-related death rate and public shooting frequency in the US are abnormally high.;['0', '0', '2', '1', '0']; ;8
202;1.1.3.3.2.1.2.2.1.1;pro;While the US population (331,002,651) is over twice that of the population of Russia (145,934,462), the public shooting frequency in the US (.078) is over five times higher than the frequency in Russia (.014).;['0', '0', '2', '1', '0']; ;9
203;1.1.3.3.2.1.2.2.1.2;pro;While the US population (331,002,651) is over twice that of the population of Russia (145,934,462), the death rate in the US (.089) is over seven times higher than the death rate in Russia (.012).;['0', '0', '2', '1', '0']; ;9
204;1.1.3.3.2.1.3;con;Some of the deadliest mass shootings in US history have taken place since 2015, which means they would be left out of this dataset and that the data is unreliable.;['0', '0', '3', '0', '0']; ;6
205;1.1.3.3.2.1.4;con;The legitimacy of the data and methodology used to compare the US and Europe in this way have been called into question.;['0', '0', '2', '1', '0']; ;6
206;1.1.3.3.2.2;con;A 2016 study shows that while the US has only 5% of the world's population, it had 31% of all mass shootings between 1966 and 2012.;['0', '0', '3', '0', '0']; 16;5
207;1.1.3.3.2.2.1;pro;16 of the 32 most deadly mass shootings in western democratic countries from 1966 to 2012 took place in the US.;['0', '0', '2', '1', '0']; ;6
208;1.1.3.3.2.2.2;con;The study has been criticised as being inaccurate and methodologically flawed since the author refused to share their data for peer review.;['0', '0', '3', '0', '0']; 10;6
209;1.1.3.3.2.2.3;con;Mass shootings in other countries are largely ignored or not investigated by Western media.;['0', '1', '2', '0', '1']; 2;6
210;1.1.3.3.2.3;con;The Crime Prevention Research Center is responsible for this data analysis and is as strongly politically biased with mixed ratings on factual reporting.;['0', '0', '2', '1', '0']; 31;5
211;1.1.3.4;con;Regardless of relative rate, mass shootings remain fundamentally rare events.;['0', '3', '1', '1', '0']; 16;3
212;1.1.3.4.1;pro;Mass shootings statistically make up a very small portion of all gun homicides (117 out of 14,415 deaths in 2017).;['0', '0', '3', '0', '0']; 4;4
213;1.1.3.4.3;con;Whilst rare, mass shootings have had a lasting impact on the American way of life.;['0', '0', '2', '1', '0']; ;4
214;1.1.3.4.3.1;pro;Evidence suggests that mass shooting events can impact people who are exposed to the event through the media, which means that even isolated incidents with relatively few victims can impact millions of people.;['0', '0', '3', '0', '0']; ;5
215;1.1.3.4.3.2;pro;Many schools in the US force students to undergo drills in an attempt to minimise fear and confusion in the event of a mass shooting. While useful in principle, some drills are unscheduled in order to emulate the suddenness and severity of real school shootings and these can be very traumatic for the children involved.;['0', '0', '0', '1', '0']; 4;5
216;1.1.3.5;con;The US is already safe and becoming safer.;['0', '2', '2', '0', '0']; 3;3
217;1.1.3.5.1;pro;While many international news outlets claim that gun violence is a threat to tourists visiting the US, it remains safe to visit the US.;['0', '0', '0', '0', '0']; ;4
218;1.1.3.5.1.1;pro;The US is very large and its population is relatively spread out, which means that there are many places to visit with little risk of experiencing gun violence and a mass shooting.;['0', '0', '0', '0', '0']; ;5
219;1.1.3.5.2;con;The states that have adopted strict gun control legislation have seen the greatest reduction in gun violence and gun-related crime.;['0', '0', '2', '1', '0']; 3;4
220;1.1.3.5.3;con;There are many communities within the US who live in constant fear of gun violence and gun-related crime.;['0', '1', '2', '1', '0']; 9;4
221;1.1.3.5.3.1;pro;Individuals in certain US cities are 5 times more likely to be murdered with a gun than Americans overall.;['0', '0', '3', '0', '0']; ;5
222;1.1.3.5.3.2;pro;In 2015, more than a quarter of gun homicides happened in around 1,200 neighborhoods that house just 1.5% of the US population.;['0', '0', '2', '1', '0']; ;5
223;1.1.3.5.3.3;con;If an individual or community lives in constant fear, it is the responsibility of that individual or community to take some responsibility and address this fear.;['1', '0', '2', '0', '0']; ;5
224;1.1.5;con;Gun control legislation limits our capacity for self-defense.;['0', '1', '1', '0', '0']; 32;2
225;1.1.5.1;pro;The right to self-defense is only effective if it's a right to proportional self-defense. Thus, if a person is at risk of being threatened with a gun, they should be able to defend themselves with a gun.;['0', '2', '4', '0', '2']; ;3
226;1.1.5.1.1;pro;The Dalai Lama remarked that if someone has a gun and is trying to kill you it would be 'reasonable to shoot back with your own gun' but that one should aim to wound and not to kill.;['0', '2', '1', '0', '0']; ;4
227;1.1.5.1.2;con;People only have rights to things they need for survival, not things they merely want.;['0', '0', '3', '0', '0']; 7;4
228;1.1.5.1.2.1;pro;Unalienable rights are rights to things like clean food and water, safe shelter, and free thought.;['0', '0', '3', '0', '0']; ;5
229;1.1.5.1.2.2;con;Firearm ownership allows people to protect their right to life, exercise liberty, and feel safe enough to live a happy life.;['0', '1', '2', '0', '1']; 8;5
230;1.1.5.1.3;con;The right to a firearm is not considered an extension of the right to self-defense in any other country other than the US.;['0', '0', '3', '0', '0']; 3;4
231;1.1.5.2;pro;Gun owners need guns to protect their family and loved ones, as well as themselves.;['7', '6', '5', '0', '7']; 29;3
232;1.1.5.2.1;pro;The instances of violent crimes are on the rise in the US. Given these threats, gun owners can effectively deter those who attempt to harm their family or loved ones.;['0', '0', '3', '0', '0']; 7;4
233;1.1.5.2.1.1;pro;In 2016, there was a 3.4% rise in the violent crime rate in the US, the largest single-year gain in 25 years.;['0', '0', '3', '0', '0']; ;5
234;1.1.5.2.1.2;con;Occurrences of robberies in the US have declined in recent years.;['0', '0', '3', '0', '0']; 2;5
235;1.1.5.2.1.2.1;pro;There were an estimated 319,356 robberies nationwide in the US in 2017, indicating a 4% decrease from the 2016 estimate.;['0', '0', '3', '0', '0']; 4;6
236;1.1.5.2.2;con;Trained professionals should be the ones responding to situations, as citizen defense could cause confusion and further complication.;['0', '0', '3', '0', '0']; 10;4
237;1.1.5.2.2.1;pro;Given that firearms training is expensive and optional, it cannot be assumed that the average gun-owning civilian is as well-trained as the average police officer, for whom competency is at least mandatory;['0', '0', '3', '0', '0']; ;5
238;1.1.5.2.2.1.1;pro;Police are required to train with their sidearm several times per year.;['0', '1', '2', '0', '0']; ;6
239;1.1.5.2.2.1.2;con;In many US states, civilians who have a carry license are required to demonstrate proficiency with the weapons they are licensed to carry.;['0', '0', '2', '0', '0']; ;6
240;1.1.5.2.2.2;pro;Most civilians do not have advanced deescalation and/or crisis training, and are far more likely to exacerbate a bad situation by making misjudgments in the stress of a crisis.;['0', '0', '2', '1', '1']; 5;5
241;1.1.5.2.2.2.1;pro;George Zimmerman confronted and fatally shot Trayvon Martin against police instructions because he perceived him as a threat.;['0', '0', '2', '1', '0']; ;6
242;1.1.5.2.2.2.2;pro;If an armed individual were to fire upon the perceived shooter, they could draw the fire of other defenders and potentially fire upon innocent persons in the area.;['0', '0', '1', '1', '0']; 3;6
243;1.1.5.2.2.2.3;pro;Given that mass shootings tend to create panic and chaotic situations in crowds, it is incredibly likely that many of those missed shots will hit innocent people.;['0', '0', '2', '1', '0']; ;6
244;1.1.5.2.2.2.4;con;De-escalation training is irrelevant to an active shooter situation, as the person is already attempting to murder as many people as possible.;['0', '2', '1', '1', '1']; ;6
245;1.1.5.2.2.2.4.1;pro;The only action needed in an active shooter situation is to be able to slow, stop, or distract the perpetrator in order to allow potential victims the ability to flee the area and to allow law enforcement time to arrive.;['0', '0', '3', '0', '0']; 1;7
246;1.1.5.2.2.2.4.2;con;Defenders have an equal chance of saving lives through teamwork, effective shelter, and non-lethal defense as they do with a firearm, since the accuracy of even a trained shooter is around 18% when faced with a stressful situation. As such, any defensive firing puts other civilians at risk.;['0', '0', '3', '0', '0']; 5;7
247;1.1.5.2.2.2.4.2.1;con;Given compound probability where probability is compounded over time, an 18% probability of hitting a target with one shot still statistically results in a 99.7% chance of hitting the target with a 30-round magazine, and a 86.2% chance with a 10-round magazine.;['0', '2', '1', '0', '0']; 6;8
248;1.1.5.2.2.2.4.2.1.1;con;It is misleading to generalize based on a statistically idealized situation. The 18% success rate only applies to highly trained police officers, and would likely be lower for untrained civilians in stressful situations.;['0', '1', '1', '1', '0']; 2;9
249;1.1.5.2.2.2.4.2.2;con;The perpetrator of the Sutherland Springs church shooting was unopposed and murdered as many people as possible until he was confronted and shot by an armed neighbor.;['0', '0', '0', '0', '0']; ;8
250;1.1.5.2.2.2.4.2.2.1;con;The shooter was already exiting the church by the time he was intercepted, so an armed defender did not stop the attack, and it is not clear that the situation would have been different if the church attendees had been armed.;['0', '0', '3', '0', '0']; 5;9
251;1.1.5.2.2.3;pro;The presence of armed civilians with weapons drawn during a shooting event makes it difficult for the police to differentiate the active shooter from concerned citizens, and could result in mistaken injury or death.;['0', '0', '1', '1', '0']; 2;5
252;1.1.5.2.2.4;con;In many places gun enthusiasts are as skilled with their firearms, if not more so, than police officers.;['0', '0', '3', '0', '0']; ;5
253;1.1.5.2.2.4.1;pro;In many places, (New York is one example), many police only practice with their firearm once per year to qualify, whereas gun enthusiasts practice regularly just as a matter of preparation and recreation.;['0', '0', '3', '0', '0']; ;6
254;1.1.5.2.2.4.2;con;During major NRA events, which attract many legal gun owners from around the country, gun injuries decline by 20%, which implies that even experienced gun owners are frequently injured by guns.;['0', '1', '2', '0', '0']; ;6
255;1.1.5.2.2.4.3;con;This claim assumes most civilians who possess firearms are avid, regularly-practicing gun enthusiasts, which is not the case.;['0', '1', '1', '1', '0']; ;6
256;1.1.5.2.2.5;con;The majority of police officers have never had to fire their firearms which suggests they have no experience of an active shooter situation.;['0', '0', '3', '0', '0']; 5;5
257;1.1.5.2.2.6;con;Armed citizens can save lives during a mass shooting.;['0', '1', '2', '1', '1']; 6;5
258;1.1.5.2.2.6.1;pro;In Chicago an Uber driver potentially stopped a mass shooting after he shot a gunman who had opened fire on a crowd.;['0', '1', '2', '0', '0']; ;6
259;1.1.5.2.2.6.2;pro;In 2007 an armed civilian shot Matthew Murray who had killed 4 people in Colorado Springs Church.;['0', '0', '3', '0', '0']; ;6
260;1.1.5.2.2.6.3;pro;In Texas an armed civilian used his assault rifle to stop a gunman who had killed 26 people.;['0', '0', '3', '0', '0']; ;6
261;1.1.5.2.2.6.4;pro;In 2017 an usher at a Tennessee Church used his personal firearm to subdue a masked gunman who had killed 1 person and injured 6 others.;['0', '0', '0', '0', '0']; ;6
262;1.1.5.2.2.6.5;con;An FBI study of 160 active shooter incidents found that just 7 of them were stopped by an armed civilian - and 6 of those 7 were armed security guards or off-duty police officers.;['0', '0', '2', '1', '0']; ;6
263;1.1.5.2.3;con;Stricter gun regulations make it easier for families to feel comfortable owning and using firearms responsibly.;['0', '0', '2', '1', '0']; 7;4
264;1.1.5.2.4;con;It's very difficult to draw the line between self-defense and the illegal use of force.;['0', '0', '0', '0', '0']; 1;4
265;1.1.5.2.4.1;pro;The right to self-defense is limited. For example, in some cases, the victim of an assault has the duty to retreat and is not protected by the right to self-defense.;['0', '0', '2', '1', '0']; 3;5
266;1.1.5.2.4.1.1;pro;The ability to carry a concealed firearm is restricted in many states, and not all states allow reciprocity of that right.;['0', '0', '3', '0', '0']; ;6
267;1.1.5.2.4.2;pro;"""Stand-your-ground"" and self-defense laws can be abused by bad-faith attackers, since, in many cases, the other party is not around to give their side of the altercation.";['1', '0', '4', '0', '1']; 10;5
268;1.1.5.2.4.2.1;pro;"""Stand-your-ground"" laws empower people to use violence, making shootings more likely.";['0', '0', '0', '0', '0']; 3;6
269;1.1.5.2.4.2.1.1;pro;"There is evidence that ""stand-your-ground"" laws increase violent crime.";['0', '0', '0', '0', '0']; ;7
270;1.1.5.2.4.2.1.1.1;pro;"Authorities in Florida are refusing to charge a man for shooting another man for pushing him, under ""stand-your-ground"" laws.";['0', '0', '3', '0', '0']; ;8
271;1.1.5.2.4.2.1.2;con;"Just because shootings may be more likely under ""stand-your-ground"" laws, that does not mean that those shootings will be less justifiable or in bad faith.";['0', '0', '1', '0', '0']; 2;7
272;1.1.5.2.4.2.2;pro;"""Stand-your-ground"" laws often perpetuate racial bias.";['0', '0', '1', '2', '0']; ;6
273;1.1.5.2.4.2.2.1;pro;Between 2005 and 2013, juries were twice as likely to convict defendants who were accused of committing crime against a white person compared to against a person of color.;['0', '0', '2', '1', '0']; ;7
274;1.1.5.2.4.2.2.2;con;'Stand-your-ground' laws tend to favor black defendants more so than white defendants.;['0', '1', '0', '0', '0']; ;7
275;1.1.5.2.4.2.3;con;"The NRA actively supports ""stand-your-ground"" and Castle Doctrine laws.";['0', '1', '2', '0', '0']; ;6
276;1.1.5.2.4.2.3.1;con;The trend of the NRA selectively advocating for white gun owners and ignoring incidents involving minorities suggests that the NRA only defends the rights of white gun owners.;['0', '0', '2', '1', '0']; ;7
277;1.1.5.2.4.2.4;con;"""Stand-your-ground"" laws deter criminal activity.";['0', '0', '3', '0', '0']; ;6
278;1.1.5.2.4.2.4.1;pro;"The Castle Doctrine (a form of ""stand-your-ground"" law in Texas) effectively reduced crime in Houston.";['0', '0', '3', '0', '0']; ;7
279;1.1.5.2.4.2.4.1.1;pro;The Castle Doctrine gives citizens the power to protect themselves from home invasion while waiting for law enforcement to arrive.;['0', '0', '3', '0', '0']; ;8
280;1.1.5.2.4.2.4.1.2;con;While the residential and business burglary rates in Houston, Texas, decreased after the Castle Doctrine was implemented, the crime rates in Dallas, Texas, were unaffected.;['0', '0', '3', '0', '0']; 2;8
281;1.1.5.2.4.2.4.1.2.1;pro;The reduction in burglaries in Houston is attributed to the controversial use of the Castle Doctrine to justify the Joe Horn shooting controversy, which was widely covered by local news outlets.;['0', '0', '2', '0', '1']; ;9
282;1.1.5.2.4.2.4.1.2.1.1;pro;Joe Horn used the Castle Doctrine law to justify killing two burglars outside his neighbor's home with a shotgun.;['0', '0', '2', '1', '0']; ;10
283;1.1.5.2.4.2.4.1.2.1.1.1;pro;Joe Horn was told repeatedly by law enforcement to stay in his home and await the arrival of the police, but armed himself, approached burglars in his neighbor's front yard, and killed them.;['0', '0', '2', '1', '0']; ;11
284;1.1.5.2.4.2.4.1.2.1.2;pro;After Joe Horn was cleared of charges by a grand jury, local activists argued that the Castle Doctrine is often used to disproportionately protect white shooters when their victims are people of color.;['0', '0', '2', '1', '0']; 3;10
285;1.1.5.2.4.2.4.1.2.1.2.1;pro;A detective who arrived at the scene before Joe Horn opened fire noted that at least one of the victims was shot in the back while running away, yet he did not arrest Joe Horn for the killings.;['0', '0', '2', '1', '0']; ;11
286;1.1.5.2.4.2.4.2;pro;"Oklahoma’s ""stand-your-ground"" law reduced instances of private residential burglary.";['0', '0', '3', '0', '0']; ;7
287;1.1.5.2.4.2.4.2.1;pro;In 2012, a woman in Oklahoma was given permission by the police dispatcher to use deadly force to defend her family from an oncoming home intruder.;['0', '0', '3', '0', '0']; ;8
288;1.1.5.2.4.2.4.2.2;con;While Oklahoma's law reduced residential burglary, it increased instances of non-residential burglary.;['0', '1', '2', '0', '0']; 2;8
289;1.1.5.2.4.3;con;The Criminal Justice System differentiates between self-defense and criminal acts by assessing the presence of an imminent threat, reasonable fear, and the use of proportional force.;['0', '1', '2', '0', '2']; 1;5
290;1.1.5.2.4.3.1;pro;A threat is imminent if it is ongoing, meaning that any act taken after a threat has resolved is considered an unlawful act of retribution.;['0', '1', '2', '0', '0']; ;6
291;1.1.5.2.4.3.1.1;con;People of color are disproportionately judged to pose an imminent threat (p. 1).;['0', '0', '2', '1', '0']; 1;7
292;1.1.5.2.4.3.2;con;Self-defense laws are interpreted differently from case to case.;['0', '0', '3', '0', '0']; ;6
293;1.1.5.3;con;There are safer and more effective methods of self-defense than using firearms.;['3', '0', '4', '2', '4']; 15;3
294;1.1.5.3.1;pro;Tasers, locks, and other security systems are effective crime deterrents which do not carry the risks associated with keeping a firearm for defense.;['0', '0', '3', '0', '0']; 3;4
295;1.1.5.3.1.1;con;Tasers do not always work.;['0', '0', '2', '0', '0']; ;5
296;1.1.5.3.2;con;Guns are an effective last resort to ensuring survival while trying to defend oneself.;['0', '0', '3', '0', '0']; 6;4
297;1.1.5.3.2.1;pro;Discharging a firearm is an effective and reliable last resort for self-defense if it is justified by the fervent belief that someone is likely to die or be seriously injured otherwise.;['0', '0', '2', '1', '0']; 2;5
298;1.1.5.3.2.2;con;In most cases, having a gun does not aid in self-defense.;['0', '1', '3', '0', '1']; 9;5
299;1.1.5.3.2.2.1;pro;The Las Vegas shooter and the Planned Parenthood shooter were advantageously positioned with long-range weapons. Victims carrying weapons would have been unable to fire back without risking the safety of themselves or others.;['0', '0', '3', '0', '0']; ;6
300;1.1.5.3.2.2.2;pro;Victims of home invasion or mugging who possess a firearm are often unable to protect themselves from an attack.;['0', '0', '2', '1', '0']; ;6
301;1.1.5.3.2.2.2.1;pro;A properly stored weapon in the home would likely take too long to acquire and load to thwart an attack.;['0', '0', '3', '0', '0']; ;7
302;1.1.5.3.2.2.2.1.1;pro;There is a trade-off between ease of access for self-defense and leaving the weapon unsecured and easily accessed by children or unintended adults.;['0', '0', '2', '0', '0']; ;8
303;1.1.5.3.2.2.2.1.2;con;There are specialized gun safes that properly store weapons and are optimized for home defense.;['0', '1', '2', '0', '0']; 11;8
304;1.1.5.3.2.2.2.1.2.1;con;The estimated cost of a fireproof gun safe in the US is between $1000 and $3,000 with a $100 to $400 installation cost. This makes proper gun safes prohibitively expensive for many people.;['0', '0', '2', '1', '0']; ;9
305;1.1.5.3.2.2.2.1.2.2;con;Many of the most advanced gun safes commonly rely upon a mechanism with known flaws, which has made them accessible to children as young as 3 years old.;['0', '0', '2', '1', '0']; ;9
306;1.1.5.3.2.2.3;con;The fact that guns are not useful for defense in all situations is evidence that some circumstances are particularly dangerous, rather than evidence that guns are useless for defense.;['0', '1', '2', '0', '1']; ;6
307;1.1.5.4;con;When compared to the number of guns used to commit crimes, guns are rarely used defensively.;['0', '0', '3', '0', '3']; 2;3
308;1.1.5.4.2;pro;A study shows that for every time a gun kept in the home was used in self-defence, there were four accidental shootings, seven assaults or homicides, and eleven attempted or completed suicides.;['0', '1', '3', '2', '4']; ;4
309;1.1.5.4.2.1;con;This only includes occasions when a firearm was used defensively to injure or kill an assailant. In reality, in around three quarters of all defensive gun use cases firearms acted as a sufficient deterrent.;['0', '0', '0', '0', '0']; ;5
310;1.1.5.4.3;pro;Often, a firearm causes harm in a scenario where self-defense would not apply.;['0', '0', '3', '0', '1']; 4;4
311;1.1.5.4.3.1;pro;Suicide by gun has a 90% fatality rate, while the success rate for suicides by other methods is below 10%.;['0', '0', '3', '0', '1']; 2;5
312;1.1.5.4.3.1.1;pro;It would be more difficult for some at risk populations - for example, teenagers suffering from clinical depression - to acquire the deadly means to complete suicide if firearms were properly restricted.;['0', '0', '0', '0', '0']; 6;6
313;1.1.5.4.3.1.2;pro;Firearm suicide is a particularly instantaneous form of suicide, giving those with access to it very little time to reconsider or seek medical help.;['0', '0', '3', '0', '1']; ;6
314;1.1.5.4.3.1.3;pro;Passing a background check on mental health grounds does not guarantee that an individual would not use their gun to harm themselves or others.;['0', '0', '0', '0', '0']; 6;6
315;1.1.5.4.3.1.4;con;While gun-related suicides are tragic, mental health concerns are best addressed with increased funding and public access to mental health services rather than by legislative action.;['0', '1', '2', '0', '0']; ;6
316;1.1.5.4.3.2;pro;Possession of a firearm makes a person significantly more likely to impulsively attempt to complete suicide.;['0', '0', '3', '0', '1']; 3;5
317;1.1.5.4.3.2.2;con;There doesn't seem to be a connection between suicide and gun ownership rates.;['0', '0', '3', '0', '0']; ;6
318;1.1.5.4.3.2.2.1;con;Gun ownership increases chances of accidental and suicidal deaths of family members more than it protects them from external dangers.;['0', '0', '1', '1', '0']; 3;7
319;1.1.5.4.3.2.2.1.1;pro;Scientific evidence indicates that the presence of a gun in a household greatly increases the chances of both homicide and suicide (p. 935).;['0', '0', '2', '1', '0']; 7;8
320;1.1.5.4.3.2.3;con;A desperately suicidal person could simply find other means.;['0', '2', '2', '0', '0']; 4;6
321;1.1.5.4.3.3;pro;In 2015, someone was shot by a toddler an average of once a week.;['0', '0', '2', '1', '1']; 17;5
322;1.1.5.4.3.4;con;Just because guns might be used to cause harm outside of a self-defense scenario does not mean that guns are not a valid extension to the right of self-defense.;['0', '1', '2', '0', '1']; ;5
323;1.1.5.4.4;pro;Evidence suggests that the rate of gun ownership in a community correlates with a higher rate of crime.;['0', '0', '3', '0', '1']; 7;4
324;1.1.5.4.4.1;pro;Japan has very strict laws on gun ownership and its gun-related death rate in 2010 was 0.;['0', '0', '2', '1', '0']; 8;5
325;1.1.5.4.4.1.1;pro;Forbidding the use of guns drastically lowers citizen death rates.;['0', '0', '2', '1', '0']; 5;6
