,Level,Stance,Claim,Votes,Comments,Depth
164,1.11.8.1.1.1,con,"As no ontologically basic mental entities have ever been measured or known, it impossible to make the above statement with any confidence.","['1', '0', '0', '0', '1']", ,5
165,1.11.8.1.1.1.1,con,That an object or phenomenon meeting a description is not thereby necessarily unmeasurable or unknowable is an a priori truth. Empirical confirmation is not needed.,"['0', '0', '0', '0', '1']", ,6
166,1.11.9,con,"The likelihood of a teaching being true isn't based on statistical probability, it's based on the teacher's degree of insight into the nature of reality.","['0', '0', '1', '0', '0']", 2,2
167,1.11.10,con,"This is not possible, since the teachings of all major religions contradict each other. You can't have multiple conflicting things be true at once.","['0', '0', '0', '0', '0']", 3,2
168,1.11.10.1,pro,"Jesus cannot both be God, as Christians believe, and at the same time not be God, as non-Christians believe. That is basic logic. Therefore, if any one of the world religions teaches the truth, the others must, by default, be false.","['0', '0', '0', '0', '0']", 1,3
169,1.12,pro,"Your beliefs are largely determined by your answer to the classic philosophical question ""What is reality?"" We should answer this question before we can hope to agree upon which religion or belief system is best.","['0', '1', '0', '0', '3']", ,1
170,1.12.1,con,"Metaphysical ideas must complete thoughts related to Ethics, Politics, Aesthetics, or Epistemology, before anyone will consider them to be moral absolutes. No one has yet made claims such as ""monism,"" ""dualism,"" ""theism,"" or ""idealism"" in the scope of this debate. If ""God exists,"" no one is saying it straight to you. Not yet.","['1', '0', '0', '0', '0']", 6,2
171,1.12.2,con,"Generally speaking, our beliefs are largely determined by where we are born and raised, or perhaps in more insulated communities, where our ancestors were born and raised. Hence, for the vast majority of us, we are told what our beliefs are...we don't decide for ourselves in any meaningful way. Our beliefs are not the result of some sort of epistemologically pure search for the truth, far from it.","['1', '0', '0', '0', '0']", ,2
172,1.12.2.1,con,"It doesn't matter what most people do. What matters is what people should do. Just because most people make little effort to search for the objective truth doesn't mean that the truth doesn't exist. Therefore, people should seek out the truth.","['0', '0', '0', '0', '0']", 1,3
173,1.13,con,"That all religions are correct together or that one may be correct serving two masters is antithetical to the purpose of this debate.  Pluralism is not faith, but a rejection of properties of the truth as moral and good.","['4', '1', '1', '4', '9']", 1,1
174,1.13.1,pro,"It is very much impossible to reconcile the teachings of even the major religions, much less all of them, without major modernist/humanist reinterpretation.","['0', '0', '0', '0', '0']", 7,2
175,1.13.1.1,pro,Buddhism's anatta and dependent origination are incompatible with christian afterlife and eternal soul.,"['0', '0', '0', '0', '0']", ,3
176,1.13.1.2,pro,Polytheism and monotheism cannot be true at the same time.,"['0', '0', '0', '0', '0']", ,3
177,1.13.1.2.1,con,"Polytheism and monotheism can be simultaneously true. Monism is the concept that the various discrete deities or objects are reducible to or collectively constitute a single unified homogeneous entity. Thus, for example, Hinduism is at the same time polytheistic and monotheistic.","['0', '0', '0', '0', '0']", ,4
178,1.13.1.2.1.1,con,"Rather than unifying the two, monism presents a third mutually-incompatible position, as opposed to polytheistic systems that contain no higher God, and monotheistic systems that contain no lesser gods.","['0', '0', '0', '0', '0']", ,5
179,1.13.1.2.2,con,Claims about the logical or rational inconsistency of spiritual concepts are of little value. The mental functions of spiritual insight and reason are fundamentally separate and distinct.,"['1', '0', '0', '0', '0']", ,4
180,1.13.1.2.2.1,con,"That the human brain tends to fail to use logic when it reasons about spiritual ""insight"", does not suggest that spiritual matters are not themselves subject to logic.","['0', '0', '0', '0', '0']", ,5
181,1.13.1.3,con,Nearly all religions ask people to be act morally and follow Golden Rule,"['0', '0', '0', '0', '0']", 1,3
182,1.13.1.3.1,pro,"The Golden Rule has its origins in pre-Christian civilizations. The idea dates at least to the early Confucian times (551–479 BCE) and appears in Buddhism, Hinduism, Judaism, Taoism, Zoroastrianism and Ancient Greek Philosophy.","['0', '0', '0', '0', '0']", 1,4
183,1.13.1.3.1.1,pro,"From Buddhism: One who, while himself seeking happiness, oppresses with violence other beings who also desire happiness, will not attain happiness hereafter. — Dhammapada 10.Violence","['1', '0', '0', '0', '0']", 1,5
184,1.13.1.3.1.2,pro,"From Hinduism: Those acts that you consider good when done to you, do those to others, none else. — Taittiriya Upanishad (Shikshavalli, Eleventh Anuvaka)","['1', '0', '0', '0', '0']", 1,5
185,1.13.1.3.1.3,pro,From Christianity: Do to others what you want them to do to you. This is the meaning of the law of Moses and the teaching of the prophets. — Matthew 7:12,"['1', '0', '0', '0', '0']", 1,5
186,1.13.1.3.1.4,pro,"From Judaism: What is hateful to you, do not do to your fellow: this is the whole Torah; the rest is the explanation; go and learn. — Shabbath folio:31a, Babylonian Talmud","['1', '0', '0', '0', '0']", 1,5
187,1.13.1.3.2,con,Even if most religions ask people to act the same way their beliefs are irreconcilable,"['0', '0', '0', '0', '0']", ,4
188,1.13.1.3.2.1,con,The idea that religion is primarily about belief/faith is an idea that comes from Protestantism and is not true for every religious tradition,"['0', '0', '0', '0', '0']", 2,5
189,1.13.2,con,Faith is not necessarily integral to religious belief.,"['0', '0', '0', '0', '0']", ,2
190,1.13.3,con,Tailoring beliefs to fit your own experiences and perception of the world and of religion is not the equivalent of assuming all religions are correct or that one or two or more masters need to be served. Believing spirituality is important and some of those thoughts on spiritualism throughout history have value does not necessarily have anything to do with servitude or faith.,"['0', '0', '0', '0', '2']", ,2
191,1.13.4,con,"Many religions speak of similar issues, values, morals. With a broader perspective, these can be resolved or discussed better.","['1', '1', '0', '0', '0']", 4,2
192,1.13.5,con,"There are religious faiths that follow this belief, such as the Bahá'í Faith. This path is not opposing to the spirit of the debate.","['1', '0', '0', '1', '0']", 1,2
193,1.14,con,"By people tailoring their own beliefs, they are in essence declaring themselves what is true and what is not. This is a religion that puts oneself in the position of god.","['4', '0', '0', '2', '5']", 1,1
194,1.14.1,con,"This is false, as trying to find the truth and being a God are very different things. By this logic, science would be a religion, and yet it is not.","['1', '0', '0', '1', '2']", ,2
195,1.16,con,"This is an Equivocation. Whatever you believe is necessarily a ""religion,"" or at least a ""philosophy"" with at least one prescriber (you.) And this is exactly the point of this discussion, to ""tailor beliefs"" and discuss which belief is best, based on all factors. You cannot avoid prescribing to one set of beliefs. A religion can be loosely defined as ""A set of beliefs.""","['1', '1', '0', '0', '1']", 2,1
196,1.16.1,con,"On the contrary, the claim that irreligion is itself a religion as implied is the more accurate example of equivocation--it assumes a contrived definition of ""religion"" that includes any opinion of itself, which is not the standard definition.","['0', '0', '0', '0', '1']", ,2
197,1.17,con,"The purpose of religion is to have people work peacefully together, and tailoring beliefs, while ethical, can prevent progress because we work against each other.","['3', '0', '2', '1', '1']", ,1
198,1.17.1,con,"All religions have greatly different belief systems, and therefore different purposes. Therefore, the purpose of ""religion"" is definitely not to have people peacefully working together. One cannot group together all religions as ""religion"", because they are so drastically different.","['0', '0', '0', '0', '0']", 3,2
199,1.18,con,"Having a few coherent, orthodox faiths, makes it easier to eliminate religions, and reach the truth.","['2', '1', '1', '0', '1']", 2,1
200,1.18.1,pro,"If everybody can just invent their own religion taking the best elements from all religions and adopting none of the bad elements, then such personal beliefs would become unfalsifiable.","['0', '0', '0', '0', '0']", ,2
201,1.19,con,It would require huge amounts of time and cognitive energy to pick and choose among diverse religious doctrines. It is easier and more realistic to simply pick one religion to follow.,"['7', '3', '1', '0', '2']", ,1
202,1.19.1,pro,"To go deeply into spiritual practice takes time and commitment, for example learning very specific meanings of agreed terms and pursuing particular practices for long enough to accurately judge their efficacy. To dip in here and there with various traditions risks misunderstanding and shallow appreciation, and can be a form of avoidance of the commitment required to go really deep.","['0', '0', '0', '0', '0']", 1,2
203,1.19.2,con,"If one can, one should take the time to consider which religion to follow just as one takes time to pick and choose in other areas of life. It is part of the business of becoming a cultivated person - one cultivates one's choices.","['0', '0', '0', '0', '0']", ,2
204,1.19.3,con,People pick and choose which doctrines to follow within their chosen religion. Expanding one’s choices wouldn’t require a significantly greater expenditure of time or energy.,"['0', '0', '1', '1', '1']", ,2
205,1.19.4,con,The ease of a choice does not mean it is the true or correct one. Thinking more about an issue often leads to a more accurate and/or compelling answer.,"['0', '0', '0', '0', '1']", ,2
206,1.19.5,con,"To settle for one religion, one has to determine which is true, and since there is no consensus in this regard, to settle for one religion prematurely is not wise.","['0', '0', '0', '0', '2']", 3,2
