;Level;Stance;Claim;Votes;Comments;Depth
172;1.4.3.2.1;pro;There are so many variables that have to be perfect for a planet to hold life. e.g. presence of water, correct temperature, correct size to hold an atmosphere, right distance from a star, right place in a galaxy.;['0', '0', '0', '0', '0']; 2;4
173;1.4.3.2.1.1;pro;These necessary variables of planetary habitability makes life on Earth (or other planets) incredibly improbable, especially as the universe is constantly increasing in entropy (meaning the longer time goes on, the more unlikely it is that these conditions exist).;['0', '0', '0', '0', '0']; 5;5
174;1.4.3.2.1.1.1;con;Biological life on Earth arose from the same physical and elemental bounds observed on other planets.;['0', '0', '0', '0', '0']; ;6
175;1.4.3.2.1.1.2;con;Given the theory of evolution, it stands to reason that the only life we might find in a particular environment would be life that is compatible with that environment. Life may take other forms in places that are not Earth.;['0', '0', '0', '0', '0']; ;6
176;1.4.5;con;The elements which make up life - such as carbon, nitrogen, oxygen, hydrogen, phosphorous, sodium, magnesium, potassium - are the most common in the universe.;['0', '1', '0', '1', '4']; 3;2
177;1.4.5.1;pro;Water is comprised of hydrogen and oxygen, which are the 1st and 3rd most abundant elements in the universe. From a statistical standpoint, water is more likely to exist than any other solvent, and therefore has the highest probability of being the solvent used by a lifeform.;['0', '0', '0', '0', '0']; 5;3
178;1.4.5.2;pro;That carbon, the key element in carbon-based lifeforms, is very stable and sufficiently abundant in the universe suggests that carbon-based life is highly probable under approximately Earth-like conditions.;['0', '0', '0', '0', '0']; ;3
179;1.4.5.3;con;The abundance of constituent elements necessary for life (as we know) is not sufficient proof that the organisation of these elements to manifest itself as life is common.;['0', '0', '0', '0', '0']; ;3
180;1.5;con;The galaxy is so old that other technological species living in it before us should be obvious by now (Dyson spheres, Von Neumann probes, colonization) yet we have no evidence of it.;['0', '0', '0', '0', '0']; 3;1
181;1.5.1;pro;After analyzing thousands of galaxies with NASA’s Wide-field Infrared Survey Explorer (WISE) space telescope, Penn State researchers could not find any evidence of alien civilizations on the basis of the emitted heat a highly developed civilization's energy supply would cause.;['1', '0', '0', '1', '0']; 4;2
182;1.5.1.1;con;The further away we look, the deeper into the past we are seeing, therefore not finding something means that it wasn't in existence at that stage. If intelligent civilizations had formed more recently, information about their existence won't reach us for millions of years.;['0', '0', '1', '0', '0']; 9;3
183;1.5.1.3;con;It's likely that an advanced civilisation would have highly efficient technology that would not lead to massive amounts of waste heat.;['1', '1', '2', '1', '2']; 1;3
184;1.5.1.4;con;The WISE search looked for extremely-advanced Type III civilizations. Being unable to find any does not rule out the existence of Type II, or lower, civilizations. For example, Humanity is a Type 0.;['0', '0', '2', '0', '3']; ;3
185;1.5.2;pro;It is unlikely that aliens exist in the galaxy because there is an absence of change in asteroids or planetary resources that would be expected if intelligent life existed.;['0', '0', '0', '0', '1']; 6;2
186;1.5.2.1;pro;There is no reason to assume that aliens would attempt to conceal their existence (p. 278).;['0', '0', '0', '0', '0']; ;3
187;1.5.2.2;con;Single celled organisms would likely be quite boring for complex life forms capable of intergalactic travel. If aliens had encountered Earth at this stage, they may have left to explore more interesting areas of the universe.;['0', '0', '0', '0', '0']; ;3
188;1.5.3;pro;Humans have been searching for extraterrestrials since as early as 1896 and yet we still have no definite proof they exist.;['0', '0', '0', '0', '0']; 15;2
189;1.5.3.1;pro;Large numbers of researchers and astronomers study the night sky on a daily basis, yet have discovered no signs of alien life.;['0', '0', '0', '0', '0']; 3;3
190;1.5.3.1.1;con;There have been many sighting of unidentified objects, with many flying in ways that no known human craft could.;['0', '0', '0', '0', '0']; 5;4
191;1.5.3.1.1.1;pro;The Rendlesham Forest incident may have been a sighting of an alien spacecraft.;['0', '0', '0', '0', '0']; ;5
192;1.5.3.1.1.1.1;con;There are plausible explanations for the event that do not involve any aliens.;['0', '0', '0', '0', '0']; ;6
193;1.5.3.1.1.1.1.1;pro;The nearby Orfordness Lighthouse could have beamed light into the forest.;['0', '0', '0', '0', '0']; ;7
194;1.5.3.1.1.1.1.2;pro;U.S. security policeman, Kevin Conde, might have caused the incident by driving around the forest in a police vehicle with modified lights.;['0', '0', '0', '0', '0']; 2;7
195;1.5.3.1.1.1.1.3;pro;"The Rendlesham Forest incident may have been caused by the SAS as an act of revenge against the USAF, which previously interrogated and beaten up SAS troops and labelled them as ""unidentified aliens"".";['0', '0', '0', '0', '0']; ;7
196;1.5.3.1.1.2;pro;The Phoenix Lights incident may have been a sighting of an alien spacecraft.;['0', '0', '0', '0', '0']; ;5
197;1.5.3.1.1.2.1;con;The Phoenix Lights were most likely individual planes that, due to their illusory contour, could have looked like a single shape to the human eye.;['0', '0', '0', '0', '0']; ;6
198;1.5.3.1.1.2.2;con;The official explanation of the Phoenix Lights was that they were military flares.;['0', '0', '0', '0', '0']; ;6
199;1.5.3.1.1.3;pro;Harvard astrophysicist Avi Loeb has claimed that an interstellar object spotted in 2017 was evidence of an alien civilization.;['0', '0', '0', '0', '0']; ;5
200;1.5.3.1.1.3.1;con;There are alternative explanations for this interstellar object.;['0', '0', '0', '0', '0']; ;6
201;1.5.3.1.1.4;pro;The Belgian UFO Wave may have involved sightings of many alien spacecrafts.;['0', '0', '0', '0', '0']; ;5
202;1.5.3.1.1.4.1;con;"The photo that served as ""evidence"" for the UFO wave is an admitted hoax.";['0', '0', '0', '0', '0']; ;6
203;1.5.3.1.1.5;con;"Mick West (a retired gaming programmer) and others have identified visual artifacts of cameras and other explanations of UFO sightings: low viewing angle, camera out of focus, night vision and triangular aperture artifacts, infrared camera zoom artifact, glare from airliner engines, and an artifact of a camera's de-rotation mechanism which corrects ""gimbal roll"".";['0', '0', '0', '0', '0']; 2;5
204;1.5.3.1.1.6;con;The ping-pong ball movement effect observed in some UFO sightings can be caused by a combination of camera switching modes and performing gimbal rolls, as proposed by Mick West and others.;['0', '0', '0', '0', '0']; 3;5
205;1.5.3.1.1.7;con;Perspective, etc. can cause the drift of a balloon being mistaken for fast airspeed, as proposed by Mick West and others.;['0', '0', '0', '0', '0']; 1;5
206;1.5.3.2;con;It has been argued that Earth-based sightings of evidence for alien species have never been scientifically, methodologically studied beyond anecdotal reports of observations.;['0', '0', '0', '0', '0']; 2;3
207;1.5.3.2.1;pro;In August 1977, a strong pulse of radiation was recorded coming from near the constellation Sagittarius. This was unprecedented, and could evidence extraterrestrial life.;['0', '0', '0', '0', '0']; 1;4
208;1.5.3.2.2;pro;Little serious research regarding the search for aliens has been undertaken, as governmental and scientific authorities observe a de-facto taboo on the subject and its funding.;['0', '2', '6', '7', '2']; 4;4
209;1.5.3.2.2.1;pro;Television shows, like The X-Files and Ancient Aliens, portray extraterrestrial research as fictionalized which undermines its credibility.;['0', '0', '0', '0', '0']; 1;5
210;1.5.3.2.2.2;con;Serious research regarding the search for aliens is unrelated to the pseudoscientific study of UFOs, which mainstream scientists have a justified taboo against.;['0', '0', '0', '0', '1']; ;5
211;1.5.3.2.2.3;con;US intelligence agencies have until mid 2021 to share what they know about UFOs, thanks to the COVID-19 relief and spending bill.;['0', '0', '0', '0', '0']; 6;5
212;1.5.3.3;con;In the context of how old the universe is, less than 200 years is a minuscule amount of time.;['0', '0', '0', '0', '0']; ;3
213;1.5.4;con;Earthlings could be the first to appear long before the universe’s most fertile life-bearing years. Therefore, aliens might not exist yet.;['0', '1', '0', '0', '1']; 5;2
214;1.5.4.1;pro;Radiation in the cosmos has decreased. That has resulted in a universe that is 20 times more liveable today than it was four billion years ago, when life first appeared on Earth.;['2', '1', '7', '12', '3']; ;3
215;1.5.4.1.1;con;"The universe is becoming ""more livable"" over time, and the existence of human beings used as supporting evidence in this claim, actually seems to support the opposite.";['0', '0', '0', '1', '0']; 1;4
216;1.5.4.2;pro;Red dwarf stars can live up to 10 trillion years. Compared to that, the approximate 13.8 billion years of the universe so far is a blink. As the universe is still in its childhood, the emergence of life might take more time outside of Earth.;['1', '5', '6', '12', '1']; 9;3
217;1.5.4.3;pro;Life may be about one thousand times more likely to arise in the distant future considering the probability of habitable, Earth-like planets forming over trillions of years.;['1', '3', '9', '11', '1']; ;3
218;1.5.4.3.1;con;"Event A being ""more likely"" to happen in the future is not proof that event A has not taken place in the past.";['0', '0', '0', '0', '0']; ;4
219;1.5.4.4;con;The probability that humanity was the first technologically-advanced species to be created is less than one in ten billion trillion.;['1', '6', '9', '7', '1']; 8;3
220;1.5.4.5;con;"We might also be cosmological ""late bloomers"". 15 million years after the Big Bang, the cosmic microwave background created mild temperatures which made large parts of the universe habitable and established good conditions for life to develop.";['0', '3', '13', '5', '4']; 12;3
221;1.5.5;con;There is no reason to believe that alien life would develop technology along the path human futurists have predicted.;['0', '0', '1', '0', '3']; ;2
222;1.5.6;con;The technology available today might not be sufficient to detect alien life.;['0', '0', '1', '0', '1']; 3;2
223;1.5.6.1;pro;Historically, scientific breakthroughs and new discoveries were possible due to technologic advancements.;['0', '0', '0', '0', '0']; ;3
224;1.5.6.1.1;pro;Microscopic life could only be discovered with the aid of specialized equipment.;['0', '0', '0', '0', '0']; 7;4
225;1.5.6.1.2;pro;Up to around 100 years ago, we had no evidence for the existence of many sub-atomic particles.;['0', '0', '0', '0', '0']; ;4
226;1.5.6.2;pro;Aliens may be transmitting signals that are not detectable with human senses or technology.;['0', '0', '0', '0', '2']; 2;3
227;1.5.6.2.1;pro;Radio transmission has been used only for 100 years by humankind and may soon by replaced by more advanced technologies. An alien civilisation could similarly have used radio for only or a short time or even never.;['0', '4', '5', '8', '1']; ;4
228;1.5.6.2.1.1;pro;A range of radio frequencies in the Microwave Window are assumed to be highly useful for interstellar communication.;['0', '4', '6', '7', '0']; 3;5
229;1.5.6.2.1.2;con;The use of radio waves has been growing rather than declining because radio waves make it possible to communicate across long distances, including between Earth and devices in space.;['0', '0', '0', '0', '0']; 3;5
230;1.5.6.2.1.2.1;pro;WiFi, Bluetooth, cordless phones, and cell phones all operate on radio waves and are used around the world, which was not the case 50 years ago.;['0', '0', '0', '0', '0']; ;6
231;1.5.6.2.1.2.2;con;Besides radio waves, there are other ways of free-space communication, such as laser (optical) communication.;['0', '0', '0', '0', '0']; ;6
232;1.5.6.2.2;pro;Aliens may be using other means of communicating, which humans are not equipped to detect.;['0', '4', '6', '7', '1']; 10;4
233;1.5.6.2.2.1;pro;There could be alien civilizations that do not transmit strong enough signals to be detected by humans at this stage in our development.;['0', '0', '0', '0', '0']; 5;5
234;1.5.6.2.3;pro;There are limits to human perception.;['0', '0', '0', '0', '0']; 2;4
235;1.5.6.2.3.1;pro;Humans are only capable of interpreting data within the limits of their cognitive capabilities and comprehension.;['0', '0', '0', '0', '0']; 13;5
236;1.5.6.2.3.1.1;pro;"Mysterians believe that there is a limit to human cognition; some thoughts are too complex for our brains. This may hamper our ability to reach out to aliens.";['0', '0', '0', '0', '0']; 4;6
237;1.5.6.2.3.1.2;con;There is no reason to assume that human limits are absolute and that humans are incapable of improving their capabilities and comprehension.;['0', '0', '0', '0', '0']; ;6
238;1.5.6.2.3.2;pro;"Human perception is open to only a tiny share of the whole electromagnetic spectrum; this may inhibit our ability to detect some forms of transmission or signals.";['1', '6', '5', '6', '0']; 2;5
239;1.5.6.2.3.3;con;Humanity has already put various satellites into space that can see beyond the visible spectrum and recognize - for example - radio, micro and X-Ray waves.;['0', '1', '3', '6', '0']; ;5
240;1.5.6.2.4;con;If an alien race were trying to communicate with us, and they had already found a means of communicating at far reaches, it is reasonable to assume that they would be able to reverse engineer our technology in order to speak with us.;['0', '0', '0', '0', '0']; ;4
241;1.5.6.3;con;Technology is expanding constantly, and so too is our ability to detect aliens.;['0', '0', '0', '0', '1']; ;3
242;1.5.7;con;"Alien life could have existed in the past. The fact that humans have not discovered any evidence is irrelevant as they could just have ""missed"" the lifespan of an alien civilization.";['0', '0', '1', '0', '1']; ;2
243;1.5.7.1;pro;Evidence of extinct species on our own planet (e.g., dinosaurs) is buried beneath the surface. This makes it very hard to find evidence of extinct species on/in other planets/solar systems/galaxies.;['0', '0', '0', '0', '0']; ;3
244;1.5.7.2;pro;The Great Filters response to the Fermi Paradox states that alien life could well exist but may go through iterative cycles of extinction unless they have certain forms of intelligence or advancement.;['0', '0', '0', '0', '0']; 2;3
245;1.5.8;con;To move from the fact that we haven't found definitive proof of aliens to the inference that aliens do not exist is an argument from ignorance.;['0', '0', '0', '0', '0']; 13;2
246;1.5.8.1;pro;Aliens could very well have already visited Earth, but before humans were there or advanced enough to document the event.;['0', '0', '0', '0', '0']; ;3
247;1.5.8.2;pro;Researchers estimate that there are still over 300 undiscovered species of mammals, demonstrating how scientific investigations could fail to discover beings that exist.;['0', '0', '0', '0', '0']; ;3
248;1.5.8.2.1;con;The search for alien life is fundamentally different from the search for life on Earth because the conditions for terrestrial life are well understood, and this is not the case for extraterrestrial conditions for life.;['0', '0', '0', '0', '0']; ;4
249;1.5.8.2.2;con;This argument supports the idea that more scientific research into terrestrial species is needed, and does not provide evidence for the fallibility of scientific research in general.;['0', '0', '0', '0', '0']; 3;4
250;1.5.8.4;pro;Humans have not discovered a fraction of the universe, and therefore the evidence isn't representative at all.;['1', '0', '0', '1', '3']; ;3
251;1.5.8.4.1;pro;As of April 2014, the Habitable Exoplanets Catalog lists 21 planets that have the best chance for life beyond our solar system. These have not yet received sufficient scrutiny to come to any conclusions about the existence of alien life.;['0', '0', '0', '0', '1']; 16;4
252;1.5.8.4.2;pro;"Earth is not visible to all planets; studies have only recently been carried out that assess Earth's discoverability in our solar system.";['0', '0', '0', '0', '0']; 4;4
253;1.5.8.4.2.1;pro;The time span of human existence is so short on the scale of universe, that it is possible that alien life would not overlap with it, or even the existence of the Earth and Solar system.;['0', '0', '0', '0', '0']; 2;5
254;1.5.8.4.3;pro;Humans have only been able to detect alien life or been detectable to aliens, for a minuscule amount of time.;['0', '0', '0', '0', '0']; 2;4
255;1.5.8.4.4;pro;"Previous searches have only covered 5.8 x 10¹? m5Hz2 of the universe's total ""8D haystack"" volume of 6.4 x 10¹¹? m5Hz2. This is a tiny fraction. (To put this in the context of Tarter et al.’s original comparison, the total volume of Earth’s oceans is 1.335 x 1021 liters. Since a cubic meter is 1,000 liters, that’s about the size of a large hot tub.).";['1', '0', '0', '0', '0']; 10;4
256;1.5.8.4.5;con;If in an infinitely large universe, with many possibilities for life to have occurred, life still has not been found - then this may indicate that life is less probable than previously thought.;['0', '0', '0', '0', '0']; ;4
257;1.5.8.4.6;con;To assume that the portion of the universe observed from Earth is not representative of the broader universe is to assume Earth is somehow special, which is contrary to the Copernican principle.;['0', '0', '0', '0', '1']; ;4
258;1.5.8.4.6.1;con;The Copernican principle has not been proven yet.;['0', '0', '0', '0', '0']; 2;5
259;1.5.8.5;con;If a hypothetical statement was true without proof, then any possibly conceivable statement would be true, including its opposite, which is impossible.;['0', '0', '0', '0', '1']; ;3
260;1.5.8.6;con;In most cases the argument against the existence of aliens is actually just an acceptance that convincing evidence for their existence is lacking. Thus, no definite argument from ignorance is made.;['0', '0', '0', '0', '0']; ;3
261;1.5.8.7;con;Although the lack of evidence is not decisive, it is justifiable to refuse to agree to a proposition until some evidence or support is provided.;['1', '0', '2', '3', '3']; ;3
262;1.5.8.7.1;pro;Scientific conclusions should be evaluated in terms of their burden of proof. Grandiose claims, like the existence of extraterrestrial life, require more evidence to support.;['0', '0', '0', '0', '0']; 3;4
263;1.6;con;There has not yet been any form of contact with extraterrestrial beings.;['0', '0', '0', '0', '0']; 15;1
264;1.6.1;pro;We have been listening for radio signals from other solar systems since 1960, and have never heard anything.;['0', '0', '2', '2', '2']; 3;2
265;1.6.1.1;con;Fast radio bursts (FRBs) are mysterious pulses that emit more energy in a short time than the Sun does in 24 hours. Experts have theorized that they are produced by a far ultra-advanced civilization, trying to speak to us through signals we can barely comprehend.;['0', '0', '0', '1', '0']; 1;3
266;1.6.1.1.1;con;The source of fast radio bursts (FRB) is unknown but natural cause proposals include: magnetars, black hole and neutron star collisions, a gamma-ray burst connection, especially energetic supernovae, and dark matter-induced collapse of pulsars.;['0', '0', '0', '0', '0']; 1;4
267;1.6.1.2;con;"According to the ""Zoo hypothesis"", aliens may be purposely preventing us from contacting them, so that they do not interrupt humans' natural development. In short, Earth might be kind of a ""zoo"" for aliens, to watch our growth as a species.";['1', '12', '4', '2', '3']; 2;3
268;1.6.1.2.1;con;In order for the Zoo Hypothesis to be true, it would be necessary that the universe be dominated by a single highly developed civilization - such that it could force all other civilizations to stick to its rules.;['1', '3', '3', '9', '2']; 7;4
269;1.6.1.2.1.1;con;It is not clear what use humanity would have to any alien civilisation, therefore it does not follow that one society would have to dominate to keep us in a zoo.;['0', '0', '0', '0', '0']; ;5
270;1.6.1.3;con;Communication can be extremely difficult or even impossible for various reasons.;['0', '0', '0', '1', '0']; 2;3
271;1.6.1.3.1;pro;According to the Rare Earth Hypothesis, Earth's circumstances are so rare it is conceivable that alien civilizations will be far away. This makes it very difficult to communicate or meet them even if they exist.;['0', '0', '0', '0', '1']; 9;4
272;1.6.1.3.1.1;pro;The distances in space might be too vast for contact. The furthest known galaxy is 32 billion light years away from Earth, and even the outer edge of our galaxy is 100.000 light years away. As no message can travel faster than the speed of light, this makes communication next to impossible.;['0', '0', '0', '0', '0']; ;5
273;1.6.1.3.1.1.1;pro;The light that could tell an observer that life exists on Earth - which happened around 15.000 years ago - has not yet reached any observer further away than 15.000 light years. It has thus made it only 15% of the way through the Milky Way and only 0.00005% of the way to the most distant galaxy we know of.;['0', '1', '2', '10', '4']; ;6
274;1.6.1.3.1.2;con;The Rare Earth hypothesis assumes that galactic regions that are suitable for life are rare. By this logic, there is no reason why other life-supporting planets might not actually be very close. After all, our galactic region is apparently suitable for them.;['1', '7', '5', '3', '0']; 6;5
275;1.6.1.3.1.2.1;pro;True random distribution will result in some clusters close together.;['0', '0', '0', '0', '0']; ;6
276;1.6.1.3.1.2.1.1;con;That does not mean that we are in such a cluster.;['1', '2', '5', '5', '2']; ;7
277;1.6.1.3.1.2.1.2;con;In the context of the universe's vastness, even clusters might be characterized by distances between their individual elements that make communication next to impossible.;['0', '0', '1', '4', '0']; ;7
278;1.6.1.3.2;pro;Based on the Great Filter theory, alien life could exist, but is incapable of technologically advancing enough for long-distance space communication or travel for various reasons.;['0', '3', '6', '8', '2']; 19;4
279;1.6.1.3.2.1;pro;The mother planets' resources could have been exploited and consumed before the civilizations were able to leave them.;['1', '5', '8', '4', '0']; ;5
280;1.6.1.3.2.2;pro;Physical space travel and colonisation could generally be too expensive or inefficient.;['0', '2', '6', '9', '1']; ;5
281;1.6.1.3.2.3;pro;Some sort of (global) catastrophe could prevent intelligent life from reaching a certain level of technology.;['0', '3', '9', '6', '0']; ;5
282;1.6.1.3.2.4;con;If Great Filter theory is true, then it is unlikely that humans will ever encounter intelligent extraterrestrial life, making the existence of such life trivial.;['0', '0', '0', '0', '0']; 1;5
283;1.6.1.3.3;pro;The time it takes for radio signals to broadcast throughout the universe is much larger than the time we have spent listening for responses.;['0', '0', '0', '0', '0']; ;4
284;1.6.1.3.3.1;pro;Earth's (broadcast) signals have reached every star within about 80 light years (as of 2016) from the sun – about 8,531 stars and 3,555 Earth-like planets. That is a very tiny fraction of what is out there. Furthermore, it would take the same amount of time for aliens to answer.;['0', '0', '0', '0', '0']; ;5
285;1.6.1.3.3.2;con;This misunderstands what we are listening for. If an alien civilisation is persistently using radio waves to communicate, once they have started reaching us, they'll continue to do so for whatever period of time that civilisation used them.;['1', '1', '0', '2', '3']; 3;5
286;1.6.1.3.3.2.1;pro;Alien civilizations might have died long ago and any radiowaves they used might have long passed by Earth.;['0', '0', '0', '0', '0']; ;6
287;1.6.1.3.3.2.1.1;pro;Assuming for the sake of argument that there was earlier intelligent life on earth, unless it were incredibly long lived, the traces left by it would likely not be sufficient to distinguish it from other geological events.;['0', '0', '0', '0', '0']; ;7
288;1.6.2;con;It is possible that communication with extraterrestrial beings may have been established, but this information was withheld from the public.;['0', '0', '0', '1', '1']; ;2
289;1.6.2.1;pro;Some people suspect that NASA may be hiding evidence of UFOs.;['0', '1', '0', '0', '1']; ;3
290;1.6.2.1.1;con;It is unclear that NASA's incentives would align with such behaviour, as the existence of aliens would likely lead to an increase in their funding.;['0', '0', '0', '0', '0']; ;4
291;1.6.2.2;pro;Some believe that the 'Oumuamua is an example of outreach from aliens.;['1', '0', '1', '0', '0']; 3;3
292;1.6.2.2.1;pro;Avi Leob, a prominent theoretical physicist, believes ‘Oumuamua is an alien object.;['0', '0', '1', '0', '0']; 1;4
293;1.6.2.3;pro;It is in the best interest of major world governments to maintain peaceful social order, and information about extraterrestrial life could create social disorder.;['0', '0', '1', '0', '1']; 49;3
294;1.6.2.3.1;pro;Conspiracies surrounding alien existence have existed for years. If these were legitimised, it may exacerbate other forms of conspiratorial thinking, and decrease trust in governments.;['0', '0', '0', '0', '0']; ;4
295;1.6.2.3.2;con;People generally indicate that they would react positively if alien life was discovered.;['0', '0', '0', '0', '0']; ;4
296;1.6.2.3.2.1;con;It appears that this positive reaction was solicited through reference to discoveries of extraterrestrial microbial life, not what we would traditionally conceptualise as alien life.;['0', '0', '0', '0', '0']; ;5
297;1.6.2.4;con;Without evidence of a coverup, well documented unexplained phenomena, or other reasons to suspect a global conspiracy, it is dubious to assert that one exists.;['0', '0', '0', '0', '2']; 8;3
298;1.6.3;con;It is possible that extraterrestrial life would intentionally avoid making contact with humans, some of which have been discussed through science fiction.;['0', '4', '7', '5', '3']; 12;2
299;1.6.3.1;pro;"Aliens might just not recognize us as a species worth getting in touch with, similar to the story line of Orson Scott Card's ""Ender's Game"". In the book, the so-called Formics are so different from humans that they do not recognize us as a sentient life form and without bother kill hundreds of millions.";['1', '3', '10', '4', '3']; 1;3
300;1.6.3.1.1;pro;Alien civilization could be millions of years ahead of mankind and look at us like we do at ants.;['0', '5', '6', '3', '3']; ;4
301;1.6.3.1.1.1;pro;"Earth is estimated to be about 4.5 billion years old; the universe is estimated to be about 13.8 billion years old. This difference leaves plenty of room for other species to get a head start compared to humans.";['0', '4', '4', '8', '1']; ;5
302;1.6.3.1.1.2;con;Even if we are like ants to aliens, it is possible to live symbiotically as is explored in Sue Burke's 'Semiosis'. The world explores how even with very different forms of consciousness, humans and alien lifeforms can eventually co-operate.;['0', '0', '0', '0', '0']; ;5
303;1.6.3.1.1.2.1;pro;Humans domesticated dogs, there is no reason a suitably advanced alien species would not try domesticate us if we were useful to them.;['0', '0', '0', '0', '0']; 1;6
304;1.6.3.3;pro;According to the mediocrity principle, which can be interpreted as suggesting that there is nothing extraordinary about humanity in a universe that likely contains other species, there is no special reason for aliens to contact the inhabitants of Earth.;['0', '4', '7', '2', '1']; 12;3
305;1.6.3.4;pro;"Aliens might refrain from contacting us as they are cautious. As the SciFi literature has it, even a vastly superior species might fall prey to unexpected problems, just as the martians in H. G. Well's ""The War of the Worlds"" unexpectedly die from microbial infections to which they have no immunity.";['0', '4', '9', '5', '2']; 1;3
306;1.6.3.4.1;pro;Aliens might be outright scared - Earth or its inhabitants may seem threatening to them.;['0', '0', '0', '0', '0']; 12;4
307;1.6.3.4.1.1;pro;Similar to how Stephen Hawking argues that we should stay silent and try to avoid contact with alien species, so might aliens stay quiet out of caution and fear.;['1', '3', '3', '9', '0']; ;5
308;1.6.3.4.2;pro;The process of contacting other species itself might be dangerous, since it may reveal information to more advanced and possibly dangerous third parties.;['0', '0', '0', '0', '0']; 1;4
309;1.6.3.4.3;con;If intelligent life were common, by a law of averages some would be cautious, while others wouldn't be. We'd expect to hear from the second set.;['0', '0', '0', '0', '0']; ;4
310;1.6.3.5;con;Aliens that have developed radio communication would likely broadcast their presence whether they want to or not.;['1', '0', '0', '0', '1']; ;3
311;1.6.3.5.1;con;If we are not looking in the right places, then we would not have noticed their radio activity yet.;['0', '0', '1', '0', '0']; ;4
312;1.6.3.6;con;Intelligence and curiosity are characteristics linked on a neuronal level. Were aliens intelligent enough to contact others then, like humans, they would likely do so.;['0', '0', '1', '0', '0']; 14;3
313;1.6.3.6.1;pro;Technological progress requires a constant gain of information and knowledge. Curiosity is the key factor that provokes this process. If aliens discovered and use technology, it is very likely curiosity is an attribute of their character as well.;['0', '1', '4', '9', '0']; ;4
314;1.6.3.6.2;con;Human beings evolved as curious creatures due to our particular environmental conditions, which reward curiousity and exploration. It is entirely plausible that life evolving elsewhere in the universe would encounter inverse conditions, that select against such a trait.;['0', '3', '8', '3', '0']; ;4
315;1.6.3.6.3;con;The behaviour of a significantly more intelligent being is completely unknown and unguessable to humans. We have not enough data to extrapolate.;['0', '6', '4', '7', '1']; ;4
316;1.6.3.6.4;con;There is absolutely no proof that alien civilizations are comparable to humans in terms of intelligence and curiosity.;['0', '4', '8', '6', '0']; ;4
